"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
32,39,5,5,19,1,1,1,2,47000,38
32,14,1,5,11,1,NA,9,2,NA,37
32,6,1,5,4,1,NA,9,2,NA,36
32,62,4,1,21,2,1,6,1,65000,15
32,61,1,1,18,1,3,1,1,130,15
32,65,4,1,21,1,6,6,1,12800,11
32,82,1,2,21,2,6,1,1,18200,14
32,80,1,2,21,2,6,1,1,11400,15
32,79,1,2,16,2,6,1,1,15500,14
32,70,1,2,19,2,1,1,1,27000,13
32,60,4,1,22,2,6,6,1,9600,11
32,62,4,1,22,1,6,1,1,99400,12
32,58,4,1,19,2,1,1,1,31000,12
32,67,1,3,19,2,6,2,1,5600,14
32,55,1,5,20,2,1,1,1,65000,17
32,50,4,1,20,2,1,6,1,57000,11
32,51,4,1,21,1,1,6,1,54000,10
32,53,1,3,20,2,1,1,1,15000,12
32,40,1,5,22,1,1,1,1,39550,11
32,0,1,5,NA,1,NA,1,1,NA,15
32,38,1,5,16,2,1,1,1,70100,12
32,56,1,3,16,2,6,1,1,14800,16
32,62,1,3,16,1,6,1,1,9400,20
32,38,1,5,17,1,3,1,1,39100,13
32,15,1,5,13,1,NA,1,1,0,10
32,67,1,2,18,2,6,1,1,19000,14
32,69,1,1,19,1,1,1,1,41100,16
32,74,1,1,16,2,6,1,1,15000,16
32,44,1,1,16,2,1,1,1,7000,20
32,46,1,1,16,1,1,1,1,180000,19
32,24,1,5,21,2,1,1,1,51000,21
32,21,1,5,16,1,1,1,1,7000,23
32,18,1,5,16,2,1,1,1,5000,17
32,16,1,5,13,1,6,1,1,0,19
32,13,1,5,10,2,NA,1,1,NA,19
32,11,1,5,8,1,NA,1,1,NA,20
32,77,1,2,16,2,6,1,1,39300,16
32,68,1,2,21,1,6,1,1,41700,14
32,45,1,1,19,1,1,1,1,72000,18
32,44,1,1,18,2,6,1,1,0,14
32,12,1,5,9,1,NA,1,1,NA,13
32,11,1,5,7,2,NA,1,1,NA,14
32,5,1,5,2,2,NA,1,1,NA,14
32,63,1,3,22,2,3,6,1,35910,11
32,65,1,2,19,2,1,1,1,42400,14
32,64,1,1,16,2,6,1,1,-9999,8
32,66,1,1,19,1,6,1,1,-9999,10
32,71,1,2,16,1,6,1,1,36000,12
32,52,1,1,18,1,1,1,1,58000,19
32,49,1,1,18,2,1,1,2,35000,20
32,18,1,5,16,1,1,1,2,3000,56
32,15,1,5,12,2,NA,1,2,0,26
32,63,1,4,20,1,1,1,1,78500,12
32,45,1,1,16,2,3,1,1,670,10
32,48,1,1,17,1,1,2,1,25000,13
32,16,1,5,13,1,6,1,1,0,12
32,50,1,4,21,2,1,2,1,13000,16
32,23,1,5,19,1,1,2,1,2500,16
32,16,1,5,13,2,6,2,1,0,13
32,53,4,1,19,2,1,6,1,15000,24
32,60,1,1,20,1,1,1,1,103100,21
32,87,4,2,24,1,6,6,1,35600,32
32,39,4,1,14,1,1,1,2,28000,53
32,41,5,1,10,2,6,1,2,0,46
32,12,1,5,8,2,NA,1,2,NA,48
32,7,1,5,6,1,NA,1,2,NA,50
32,7,1,5,6,1,NA,1,2,NA,50
32,45,1,3,21,1,1,1,1,104000,15
32,18,1,5,16,1,1,1,1,3000,12
32,17,1,5,13,1,6,1,1,0,14
32,28,1,5,17,1,1,1,1,1200,21
32,50,1,2,15,2,6,1,1,0,15
32,65,1,5,17,2,6,1,1,27200,14
32,69,4,2,16,2,6,6,1,0,17
32,54,1,2,19,1,6,1,1,37000,13
32,83,1,1,19,1,6,1,1,16200,14
32,51,1,3,20,2,1,9,1,63000,11
32,17,1,5,16,1,6,9,1,500,12
32,56,5,1,9,1,1,8,2,40000,13
32,51,5,1,9,2,6,8,2,0,12
32,28,5,5,14,2,6,8,2,0,14
32,19,5,5,13,1,6,8,2,0,16
32,13,1,5,10,1,NA,8,2,NA,11
32,0,1,5,NA,2,NA,1,2,NA,14
32,68,1,1,16,2,1,1,1,26700,31
32,63,1,1,12,1,1,1,1,65000,38
32,51,1,1,20,2,1,2,1,13000,45
32,45,1,1,20,1,4,2,1,62000,58
32,19,1,5,16,1,6,2,1,0,56
32,17,1,5,18,2,6,2,1,0,37
32,54,1,2,18,2,6,1,1,20000,16
32,41,1,3,19,2,1,8,2,77000,17
32,8,1,5,5,1,NA,8,2,NA,17
32,5,1,5,2,1,NA,8,2,NA,17
32,75,4,1,13,1,1,1,1,8300,14
32,75,1,1,18,2,1,1,1,11400,13
32,60,1,5,13,1,1,1,1,50000,12
32,69,1,3,20,1,6,2,1,37800,10
32,58,4,1,23,1,1,6,1,55000,18
32,58,4,1,20,2,1,6,1,18000,17
32,30,5,4,19,2,1,6,1,8000,23
32,18,3,5,16,1,6,6,1,0,19
32,52,1,2,19,1,1,1,1,36000,7
32,52,1,3,16,2,1,1,1,3400,13
32,46,1,1,19,1,1,1,1,95000,17
32,51,1,1,21,2,1,1,1,18000,19
32,17,1,5,11,1,6,1,1,2200,27
32,63,1,2,16,2,6,1,1,22000,13
32,83,1,2,16,2,6,1,1,15700,15
32,78,1,2,19,2,6,1,1,9300,12
32,51,1,1,19,1,1,1,1,60030,13
32,49,1,1,16,2,1,1,1,12030,13
32,46,4,1,15,1,1,1,2,55000,22
32,49,5,1,12,2,6,1,2,0,19
32,22,3,5,19,1,1,1,2,8600,18
32,18,1,5,18,2,1,1,2,3500,20
32,16,3,5,14,2,6,1,2,0,18
32,13,4,5,9,1,NA,1,2,NA,19
32,61,1,1,19,2,6,2,1,36700,25
32,68,1,1,14,1,1,2,1,27200,27
32,59,5,3,7,2,1,1,2,23000,30
32,56,1,5,19,2,6,1,1,0,16
32,85,1,2,16,2,6,2,1,14700,43
32,23,3,5,14,2,1,8,2,24000,31
32,7,1,5,4,2,NA,8,2,NA,34
32,5,1,5,1,2,NA,8,2,NA,34
32,3,1,5,1,1,NA,8,2,NA,41
32,59,1,3,19,1,1,1,1,2000,44
32,52,1,1,19,2,1,1,1,15000,13
32,48,1,1,19,1,1,1,1,86000,13
32,17,1,5,14,1,1,1,1,6900,14
32,56,4,1,21,2,1,6,1,3800,16
32,55,4,1,21,1,1,6,1,48400,18
