"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
35,51,1,1,16,2,6,8,2,0,34
35,43,1,1,19,1,1,1,1,96000,21
35,35,1,1,19,2,1,1,1,12660,17
35,11,1,5,7,1,NA,1,1,NA,16
35,9,1,5,5,2,NA,1,1,NA,14
35,46,1,3,19,2,1,3,1,26000,21
35,27,1,5,13,1,3,3,2,2400,46
35,43,1,4,16,1,1,3,1,16300,34
35,50,1,5,21,1,1,1,24,75000,18
35,67,4,5,21,2,1,1,1,89000,47
35,71,4,1,21,2,1,1,1,20500,56
35,37,1,1,21,1,1,1,1,20000,55
35,39,1,3,19,2,1,1,1,43000,40
35,10,1,5,6,1,NA,1,1,NA,36
35,0,1,5,NA,2,NA,1,1,NA,36
35,72,1,3,19,1,6,2,1,78000,21
35,74,4,1,15,1,6,1,2,10000,13
35,74,4,1,16,2,6,1,2,4900,19
35,55,3,1,21,2,6,1,1,0,12
35,58,1,1,20,1,1,1,1,25200,12
35,20,1,5,17,1,1,1,1,8000,15
35,18,1,5,14,2,1,1,1,5000,10
35,28,5,1,16,2,1,8,2,16600,32
35,27,5,1,19,1,1,8,2,26000,36
35,5,1,5,1,1,NA,8,2,NA,39
35,3,1,5,1,1,NA,8,2,NA,33
35,2,1,5,NA,2,NA,8,2,NA,42
35,75,1,1,11,1,6,3,1,10000,6
35,70,1,1,8,2,6,3,1,5200,5
35,51,1,3,16,1,1,1,1,24000,33
35,58,1,1,16,1,1,1,1,40000,66
35,45,1,1,21,2,1,1,1,16600,59
35,16,1,5,13,1,6,1,1,0,40
35,14,1,5,11,1,NA,1,1,NA,48
35,62,1,1,16,2,1,1,2,57000,2
35,69,1,1,16,1,6,1,2,18000,3
35,66,1,1,21,1,1,1,1,36000,16
35,44,1,1,16,2,1,1,1,10000,21
35,26,1,5,21,1,1,8,2,44000,35
35,29,1,5,19,1,1,1,24,14600,36
35,59,1,3,19,2,6,1,1,14300,20
35,25,1,5,19,2,1,1,1,16000,21
35,55,5,1,16,1,1,1,1,43000,39
35,42,1,1,21,2,1,1,1,65000,31
35,14,1,5,10,1,NA,1,24,NA,48
35,61,1,3,19,1,1,1,24,29100,14
35,62,1,5,6,1,6,1,24,8400,35
35,69,1,1,20,1,6,1,1,26200,21
35,67,1,1,19,2,6,1,1,36000,19
35,49,1,4,16,1,1,1,1,5000,46
35,40,1,4,18,1,1,1,1,67000,40
35,12,1,5,10,1,NA,1,1,NA,39
35,38,1,3,16,1,1,1,1,60000,19
35,7,1,5,4,1,NA,1,1,NA,27
35,36,1,3,17,2,6,1,1,0,19
35,74,1,1,16,1,1,1,1,51200,14
35,74,1,1,18,2,6,1,1,7200,14
35,93,1,1,13,1,6,1,1,21600,19
35,93,1,1,16,2,6,1,1,10800,13
35,52,1,5,21,2,1,1,1,50000,10
35,81,1,3,19,2,6,1,1,14100,28
35,40,1,1,21,1,1,1,1,45000,25
35,41,1,1,16,2,1,8,2,25000,33
35,53,3,1,16,1,1,1,2,21000,16
35,50,5,1,16,2,1,1,2,4700,27
35,19,5,5,19,1,2,1,2,2000,19
35,57,1,3,20,1,6,8,2,19000,14
35,45,1,5,21,1,1,1,1,33500,13
35,40,1,5,21,2,1,1,1,34760,15
35,58,1,1,18,1,6,1,1,50300,24
35,58,1,1,18,2,1,1,1,203600,15
35,40,1,3,18,2,1,1,24,30000,19
35,16,1,5,14,1,6,1,24,0,23
35,57,1,3,20,2,1,1,24,12000,13
35,40,1,1,24,1,1,1,1,67000,15
35,30,1,1,24,2,1,1,2,45000,15
35,1,1,5,NA,1,NA,1,2,NA,13
35,0,1,5,NA,2,NA,1,2,NA,16
35,40,5,1,9,1,1,1,2,12000,54
35,45,4,1,16,2,1,1,2,15000,40
35,18,1,5,16,2,1,1,2,3000,54
35,13,1,5,9,1,NA,1,2,NA,48
35,37,1,5,22,2,1,3,1,60920,19
35,3,1,5,1,2,NA,3,1,NA,25
35,40,1,5,21,2,1,1,1,42000,20
35,29,1,5,19,1,1,1,2,55000,33
35,28,1,5,21,2,1,1,1,42000,17
35,25,1,5,19,2,1,1,1,16000,19
35,82,1,2,13,2,6,1,1,12600,65
35,25,1,5,21,1,1,1,1,18000,29
35,25,1,5,21,1,1,1,1,18000,45
35,23,1,5,21,2,1,1,1,17000,113
35,74,1,1,16,1,1,1,1,48400,14
35,75,1,1,16,2,6,1,1,7300,23
35,45,1,1,15,1,6,3,1,1200,23
35,44,1,1,16,2,6,3,1,1100,17
35,18,1,5,14,1,6,3,1,0,39
35,16,1,5,13,2,6,3,1,0,12
35,46,4,1,16,1,1,1,2,20000,13
35,47,4,1,20,2,6,1,2,0,15
35,14,1,5,10,1,NA,1,2,NA,16
35,10,1,5,7,2,NA,1,2,NA,12
35,72,1,1,21,1,6,1,1,104200,17
35,62,1,1,19,2,6,1,1,940,17
35,63,1,1,19,1,2,1,1,129000,17
35,68,1,1,19,2,6,1,1,0,14
35,45,1,5,18,1,1,3,1,4300,2
35,40,1,3,19,1,1,3,1,40000,12
35,32,1,1,22,1,1,1,1,1150,18
35,29,1,1,21,2,1,1,2,27000,12
35,1,1,5,NA,2,NA,1,2,NA,19
35,51,1,3,16,1,3,3,1,10000,3
35,54,5,3,15,1,1,1,2,13000,39
35,67,1,1,18,1,6,1,1,21000,14
35,55,1,1,18,2,6,1,1,6000,15
35,35,5,5,12,2,1,8,2,45000,43
35,16,1,5,12,1,6,8,2,0,45
35,14,1,5,11,1,NA,8,2,NA,50
35,0,1,5,NA,1,NA,8,2,NA,38
35,53,1,1,21,1,1,1,1,39600,19
35,50,1,1,16,2,3,1,1,0,18
35,55,1,1,16,1,1,3,24,8000,13
35,59,1,1,16,2,6,3,1,5100,13
35,25,1,5,19,2,6,1,2,12600,46
35,3,1,5,2,1,NA,1,2,NA,122
35,1,1,5,NA,1,NA,1,2,NA,122
35,49,1,1,20,1,1,1,23,13000,22
35,53,1,1,16,2,1,1,1,12800,19
35,19,1,5,19,1,6,1,3,9000,24
35,27,1,1,21,2,1,1,1,30000,15
35,26,1,1,21,1,3,1,1,10000,17
35,62,1,3,19,2,1,1,1,23800,11
35,80,1,2,16,2,6,1,24,6700,20
35,50,1,5,16,1,1,1,24,13000,25
35,45,1,5,20,2,1,1,24,59000,23
35,30,1,1,24,2,1,1,23,130000,22
35,34,1,1,21,1,6,1,1,0,24
35,73,1,2,1,2,6,3,1,19600,12
35,35,1,5,14,1,6,1,24,9500,16
35,41,1,5,20,1,6,8,2,8000,15
35,30,1,5,18,2,3,2,2,9000,15
35,18,1,5,12,2,6,2,2,7600,24
35,22,5,5,13,1,1,6,1,12000,14
35,1,1,5,NA,1,NA,6,1,NA,29
35,56,1,1,17,1,1,1,1,56000,12
35,55,1,1,19,2,1,1,1,12000,10
35,80,1,2,13,2,6,1,1,9900,21
35,23,1,1,18,2,1,1,2,800,7
35,20,1,1,14,1,3,1,2,5000,14
35,2,1,5,NA,1,NA,1,2,NA,12
35,56,1,3,16,2,1,1,1,80000,16
35,30,4,1,19,2,1,8,2,13000,14
35,30,1,1,21,1,1,8,2,39000,12
35,0,1,5,NA,1,NA,8,2,NA,12
35,44,1,3,20,2,1,1,1,19300,35
35,69,1,2,16,2,6,1,1,22000,39
35,19,1,5,16,2,1,1,1,10000,22
35,0,1,5,NA,2,NA,1,1,NA,33
35,64,1,2,22,2,1,3,1,60000,9
35,42,1,5,21,1,1,3,1,16000,14
35,29,1,1,9,2,6,8,2,0,29
35,30,1,1,20,1,1,8,2,20000,23
35,4,1,5,2,1,NA,8,2,NA,30
35,0,1,5,NA,1,NA,8,2,NA,30
35,41,1,1,19,1,1,1,1,6000,27
35,40,1,1,16,2,1,1,1,500,33
35,2,1,5,NA,2,NA,1,1,NA,37
35,21,1,5,19,2,6,1,1,0,53
35,18,1,5,16,2,1,1,1,9000,44
35,48,1,5,20,1,6,1,1,0,40
35,39,1,4,21,2,1,1,1,42000,18
35,62,3,3,16,1,1,1,1,18080,44
35,53,1,3,14,2,6,8,24,6000,51
35,78,1,5,1,1,6,3,1,6000,5
35,55,1,1,20,1,1,1,1,49600,15
35,52,1,1,20,2,1,1,1,46600,16
35,54,1,1,24,1,1,1,1,347000,14
35,51,1,1,22,2,6,1,1,2500,12
35,15,2,5,12,1,NA,1,3,1400,11
35,12,1,5,8,1,NA,1,1,NA,14
35,26,1,5,21,2,1,1,1,23000,14
35,60,1,1,21,1,6,1,2,29000,15
35,63,1,1,17,2,6,1,2,5000,14
35,18,1,5,13,1,2,1,2,1500,12
35,15,1,5,12,1,NA,1,2,0,12
35,55,5,1,7,1,6,1,2,15700,5
35,52,5,1,7,2,1,1,2,59000,5
35,21,5,5,16,2,1,1,2,7900,6
35,17,1,5,12,1,1,1,2,530,5
35,84,1,3,11,2,6,1,23,7600,13
35,59,1,3,18,1,3,1,2,0,17
35,40,1,1,22,1,1,1,1,73000,18
35,41,1,3,16,1,1,1,24,12000,6
35,16,1,5,11,2,6,1,24,2000,4
35,31,1,3,20,1,1,1,1,62000,48
35,52,1,3,19,1,6,1,1,3500,34
35,18,1,5,14,1,3,1,1,0,58
35,39,1,1,16,2,6,1,1,1500,8
35,40,1,1,21,1,2,1,1,38000,6
35,18,1,5,16,2,1,1,1,3000,9
35,11,1,5,8,2,NA,1,1,NA,8
35,48,1,1,14,1,6,1,2,39800,12
35,57,1,1,22,1,1,1,1,239300,20
35,57,1,1,22,2,6,1,23,0,20
35,23,1,5,19,2,1,1,1,19600,29
35,22,1,5,19,2,1,1,1,12500,26
35,56,1,5,19,1,1,1,1,30000,20
35,72,1,1,19,2,6,1,24,21900,12
35,73,1,1,16,1,6,1,24,9000,12
35,59,1,3,20,2,2,1,1,27100,4
35,60,1,3,23,1,1,1,1,75000,7
35,63,1,2,17,1,6,1,1,12000,22
35,85,1,1,24,1,6,1,1,46700,10
35,83,1,1,18,2,6,1,1,10300,14
35,35,1,1,19,2,6,1,1,22100,19
35,30,1,1,19,1,1,1,1,27000,30
35,14,1,5,11,2,NA,1,1,NA,20
35,11,1,5,8,2,NA,1,1,NA,21
35,11,1,5,8,1,NA,1,1,NA,25
35,62,1,2,19,2,6,1,1,11600,18
35,59,1,5,16,1,6,8,2,11200,10
35,85,1,2,7,2,6,8,2,7700,13
35,38,5,1,20,1,1,8,2,100000,24
35,33,1,1,19,2,1,1,1,18200,22
35,14,1,5,11,1,NA,8,2,NA,22
35,10,1,5,7,1,NA,8,2,NA,21
35,60,1,2,13,2,6,8,2,11400,23
35,30,1,5,19,1,1,1,1,20000,42
35,68,1,1,21,1,1,1,1,60000,10
35,63,1,1,18,2,6,1,1,5350,13
35,60,1,1,14,1,6,1,1,11500,11
35,47,1,1,19,2,1,1,1,45000,15
35,69,1,2,16,2,6,1,1,53400,14
35,93,1,1,21,1,6,1,1,33100,24
35,93,1,1,16,2,6,1,1,13400,21
35,63,4,1,19,1,6,1,1,11000,12
35,62,4,1,24,2,1,1,1,86000,15
35,59,1,1,17,2,6,1,24,5800,13
35,61,1,1,13,1,1,1,24,27200,14
35,41,1,1,20,1,4,8,2,44400,14
35,43,1,1,16,2,1,9,2,17400,14
35,19,1,5,16,2,6,9,2,0,15
35,18,1,5,16,2,6,9,2,0,15
35,17,1,5,14,2,6,9,2,0,12
35,15,1,5,11,2,NA,8,2,0,12
35,48,1,5,14,2,1,1,24,20200,94
35,23,1,5,16,1,1,1,24,20800,53
35,48,3,5,21,2,1,9,24,29400,95
35,15,1,5,12,1,NA,9,24,0,39
35,15,1,5,12,2,NA,9,24,0,43
35,23,1,5,16,2,1,1,24,19000,79
35,1,1,5,NA,2,NA,1,2,NA,57
35,60,1,1,22,2,6,3,1,32000,5
35,63,1,1,22,1,1,3,1,72000,5
35,38,1,1,22,1,1,1,1,46900,21
35,40,1,1,21,2,6,1,2,10,20
35,4,1,5,1,2,NA,1,2,NA,24
35,3,1,5,1,1,NA,1,2,NA,19
35,0,1,5,NA,1,NA,1,2,NA,19
35,53,1,1,20,2,1,3,1,41600,5
35,55,1,1,21,1,1,3,1,28000,7
35,25,1,5,20,1,1,3,1,30000,16
35,18,1,5,14,1,1,3,1,4800,11
35,11,1,5,8,1,NA,3,1,NA,7
35,55,1,5,19,2,6,3,1,0,13
35,83,1,2,16,2,6,3,1,7800,8
35,18,1,5,14,2,6,3,1,0,8
35,49,1,1,11,1,1,3,1,20000,8
35,38,1,1,16,2,6,3,1,0,9
35,13,1,5,10,2,NA,3,1,NA,8
35,11,1,5,7,1,NA,3,1,NA,16
35,9,1,5,5,2,NA,3,1,NA,8
35,7,1,5,3,1,NA,3,1,NA,16
35,1,1,5,NA,2,NA,3,1,NA,16
35,70,1,2,19,2,1,1,1,23800,6
35,88,1,2,14,2,6,1,1,16400,16
35,79,1,2,21,2,6,1,1,13700,3
35,53,1,1,20,2,1,1,24,20000,17
35,54,1,1,16,1,1,1,24,20000,17
35,61,1,3,16,1,1,1,1,42500,51
35,89,1,1,19,1,6,1,1,44000,16
35,50,1,1,19,2,6,1,1,55000,14
35,47,1,3,19,2,1,1,24,17800,56
35,48,1,3,16,1,1,1,24,12000,43
35,51,1,1,21,1,1,1,1,79940,18
35,53,4,1,18,2,6,6,1,0,22
35,20,1,5,19,1,6,1,1,0,27
35,30,1,1,16,2,2,1,24,45000,34
35,33,1,1,21,1,1,1,1,57000,18
35,5,1,5,1,2,NA,1,24,NA,32
35,0,1,5,NA,2,NA,1,24,NA,23
35,23,1,5,14,2,3,8,2,9600,30
35,24,1,5,13,1,3,8,2,0,48
35,53,1,1,16,1,6,8,23,24000,15
35,49,1,1,16,2,1,8,23,37000,12
35,21,1,5,20,2,6,8,23,0,19
35,19,1,5,18,1,6,8,23,0,18
35,33,1,1,16,2,1,1,2,10400,31
35,36,5,1,16,1,1,1,2,26000,31
35,16,1,5,13,1,1,1,2,8800,37
35,12,1,5,9,2,NA,1,2,NA,47
35,61,1,3,23,1,1,1,2,45000,6
35,79,1,1,8,1,6,1,24,12000,15
35,75,1,1,12,2,6,1,24,3800,19
35,54,1,1,22,2,1,1,24,62000,48
35,50,1,1,19,1,1,1,1,106000,45
35,27,1,5,20,1,3,1,24,16000,74
35,10,1,5,6,2,NA,9,1,NA,29
35,8,1,5,5,2,NA,9,1,NA,28
35,6,1,5,3,1,NA,9,1,NA,27
35,2,1,5,NA,1,NA,9,1,NA,27
35,72,1,1,12,1,6,1,1,31000,19
35,70,1,1,16,2,6,1,1,4800,11
35,93,1,2,21,1,6,1,1,12000,7
35,63,1,1,18,1,6,1,1,16900,21
35,58,1,1,19,2,1,1,1,29604,23
35,27,1,5,18,2,1,1,1,14000,35
35,60,1,2,15,2,6,5,1,1800,12
35,21,1,5,16,1,1,3,1,5000,34
35,17,1,5,14,2,6,3,1,0,18
35,66,1,1,19,1,6,1,1,21600,18
35,81,1,1,16,2,6,1,1,3000,20
35,75,4,2,9,1,1,1,2,21700,13
35,44,1,1,11,2,6,1,2,10400,20
35,1,1,5,NA,1,NA,1,2,NA,6
35,42,1,1,16,1,1,1,2,112000,12
35,42,1,1,21,1,1,1,2,62050,17
35,37,1,1,22,2,1,1,2,23500,15
35,2,1,5,NA,1,NA,1,2,NA,16
35,0,1,5,NA,2,NA,1,2,NA,22
35,44,4,3,8,1,1,1,2,31000,54
