"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
54,73,1,1,11,2,6,1,1,6000,4
54,51,1,1,19,1,6,1,1,0,10
54,47,1,1,22,2,1,1,1,115000,9
54,21,1,5,19,1,1,1,1,3000,5
54,18,1,5,16,1,3,1,1,500,5
54,15,1,5,12,2,NA,1,1,0,8
54,77,1,3,9,1,6,1,1,23000,5
54,58,1,1,17,1,1,1,1,20000,13
54,53,1,1,14,2,6,1,1,4800,11
54,56,1,3,22,2,1,1,1,35000,56
54,26,1,1,16,1,1,1,1,53000,40
54,28,1,1,16,2,1,1,1,840,34
54,7,1,5,4,2,NA,1,1,NA,30
54,4,1,5,2,2,NA,1,1,NA,47
54,2,1,5,NA,2,NA,1,1,NA,46
54,58,1,1,13,2,6,1,1,0,24
54,63,1,1,16,1,6,1,1,8000,24
54,62,1,3,16,2,1,1,1,18000,5
54,29,1,1,19,1,1,1,1,84000,50
54,26,1,1,21,2,1,1,1,17300,42
54,50,1,1,11,1,6,1,1,15000,15
54,37,1,5,18,2,1,1,1,25000,18
54,12,1,5,8,2,NA,1,1,NA,29
54,39,1,3,12,2,1,1,1,16000,14
54,16,1,5,13,2,6,1,1,0,8
54,54,1,3,11,2,1,1,1,41100,7
54,38,1,5,20,1,6,1,1,0,11
54,59,1,1,16,1,1,1,1,66200,14
54,57,1,1,16,2,1,1,1,5000,15
54,26,1,5,16,1,1,1,1,48000,41
54,52,4,5,23,2,1,1,17,70000,16
54,86,5,2,10,2,6,1,17,18600,34
54,57,1,5,11,1,6,1,1,0,20
54,64,1,4,17,2,6,1,1,6000,26
54,43,1,1,19,2,1,1,1,21700,14
54,43,1,1,20,1,1,1,1,18000,13
54,16,1,5,13,1,6,1,1,8400,10
54,15,1,5,11,1,NA,1,1,8400,10
54,8,1,5,5,1,NA,1,1,NA,13
54,26,1,5,12,1,6,1,1,7500,22
54,32,1,5,16,1,6,1,1,8600,18
54,65,1,1,21,1,6,1,1,72764,16
54,60,1,1,21,2,1,1,1,40500,14
54,51,1,5,20,2,1,1,1,30000,19
54,82,1,4,11,1,6,1,1,17300,3
54,75,1,1,11,1,6,1,1,10120,26
54,50,1,2,11,1,1,1,1,21100,15
54,45,1,1,16,2,1,1,1,35000,26
54,48,1,1,16,1,1,1,1,36000,22
54,16,1,5,13,2,6,1,1,0,29
54,15,1,5,12,1,NA,1,1,0,18
54,66,1,2,16,2,6,1,1,182100,18
54,41,1,4,11,1,6,1,1,15000,15
54,50,1,1,17,2,6,1,1,11000,41
54,55,1,1,16,1,1,1,1,25000,43
54,25,1,3,17,2,1,1,1,6200,50
54,7,1,5,4,2,NA,8,2,NA,32
54,0,1,5,NA,2,NA,8,8,NA,38
54,56,1,5,8,1,1,1,1,14400,5
54,83,1,1,11,1,6,1,1,18200,20
54,73,1,2,16,2,6,1,1,7900,14
54,71,1,3,13,1,6,1,1,13000,32
54,50,1,1,22,2,1,1,1,50000,21
54,50,1,1,21,1,1,1,1,69000,18
54,30,1,5,21,1,1,1,1,54000,11
54,62,1,3,20,1,6,1,1,11100,15
54,48,1,3,16,1,6,1,1,0,13
54,69,1,2,13,2,6,1,1,22900,22
54,43,1,5,16,1,6,1,1,0,52
54,65,1,1,16,1,6,1,1,14800,4
54,67,1,1,16,2,6,1,1,16500,4
54,46,1,3,21,2,1,1,1,28000,15
54,15,1,5,12,1,NA,1,1,0,6
54,65,1,5,24,2,1,1,1,58500,16
54,60,1,1,18,2,6,1,1,0,24
54,66,1,1,19,1,6,1,1,39000,32
54,64,1,1,11,1,1,1,1,67000,14
54,64,1,1,11,2,1,1,1,19800,14
54,59,1,1,17,1,1,1,1,50000,14
54,60,1,1,14,2,6,1,1,0,18
54,36,1,5,16,1,6,1,1,0,17
54,65,1,1,19,1,6,1,1,12730,14
54,61,1,1,17,2,6,1,1,15300,16
54,21,1,5,19,2,6,1,1,0,39
54,21,1,5,19,2,6,1,1,0,26
54,21,1,5,19,2,6,1,1,0,25
54,20,1,5,19,2,6,1,1,0,26
54,82,1,2,16,2,6,1,1,12100,13
54,64,1,3,16,2,1,1,1,11700,25
54,56,1,3,16,1,1,1,1,21500,29
54,53,1,3,13,2,1,1,1,9000,28
54,28,1,3,19,2,1,1,1,70000,40
54,7,1,5,4,1,NA,1,1,NA,62
54,2,1,5,NA,2,NA,1,1,NA,49
54,60,1,1,21,2,1,1,1,39000,13
54,62,1,1,19,1,1,1,1,77400,15
54,69,1,2,17,2,1,1,1,14100,23
54,35,1,1,16,1,1,1,1,81000,15
54,37,1,1,19,2,1,1,1,25000,17
54,10,1,5,7,1,NA,1,1,NA,14
54,61,1,5,18,1,6,2,1,280,14
54,37,1,1,18,2,6,1,1,8800,21
54,51,1,1,17,1,6,1,1,6000,20
54,50,1,4,17,1,6,2,1,0,25
54,62,1,1,20,2,1,1,1,33000,25
