"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
16,0,1,5,NA,1,NA,1,NA,15
16,44,1,1,18,2,1,1,28600,20
16,44,1,1,16,1,6,1,21400,23
16,14,1,5,12,1,NA,1,NA,18
16,13,1,5,10,2,NA,1,NA,24
16,10,1,5,8,1,NA,1,NA,18
16,83,1,2,19,2,6,1,44000,21
16,74,1,2,12,2,6,1,10200,21
16,44,1,1,16,2,1,1,25000,29
16,52,1,1,18,1,1,1,25000,25
16,20,1,5,19,1,1,1,28000,17
16,20,1,5,19,2,1,1,20000,19
16,58,3,1,21,1,1,1,60000,21
16,41,1,1,19,2,1,9,30000,33
16,17,1,5,14,1,6,1,0,19
16,15,1,5,12,1,NA,9,0,35
16,38,1,1,21,2,6,1,0,46
16,37,1,1,23,1,1,1,128200,41
16,9,1,5,5,1,NA,1,NA,35
16,5,1,5,2,2,NA,1,NA,45
16,50,1,3,16,2,1,1,30000,11
16,61,1,1,22,1,6,1,36000,5
16,59,1,1,22,2,6,1,40000,5
16,30,1,1,14,1,1,1,44100,19
16,29,1,1,16,2,1,1,6000,19
16,4,1,5,1,2,NA,1,NA,22
16,2,1,5,NA,2,NA,1,NA,22
16,43,1,1,24,1,1,1,87000,5
16,43,1,1,21,2,6,1,0,6
16,18,1,5,16,1,6,1,1300,15
16,14,1,5,11,2,NA,1,NA,7
16,64,1,1,18,1,1,1,30600,20
16,61,1,1,22,2,1,1,95000,20
16,79,1,3,16,2,6,1,5300,3
16,78,1,2,16,2,6,1,30200,12
16,44,1,1,20,2,1,1,16000,19
16,45,1,1,16,1,1,1,42000,16
16,13,1,5,10,1,NA,1,NA,14
16,8,1,5,4,2,NA,1,NA,13
16,61,1,5,16,2,6,1,3900,17
16,78,1,2,16,2,6,1,21040,23
16,43,1,1,16,1,6,1,0,14
16,53,4,1,16,2,6,9,10500,14
16,10,1,5,8,1,NA,1,NA,14
16,60,1,1,16,1,6,1,24700,16
16,57,1,1,21,2,1,1,79000,15
16,61,1,5,16,1,1,1,1800,28
16,20,1,5,18,1,3,1,9400,46
16,19,1,5,16,1,3,1,15000,29
16,33,1,1,19,2,1,1,20000,13
16,34,1,1,16,1,1,1,50000,9
16,11,1,5,8,1,NA,1,NA,8
16,7,1,5,4,2,NA,1,NA,11
16,44,1,1,16,1,1,1,40000,15
16,51,1,1,16,2,1,1,28000,20
16,47,1,5,1,1,6,1,480,27
16,39,1,1,16,1,1,1,55000,28
16,36,1,1,10,2,1,1,21000,23
16,14,1,5,10,1,NA,1,NA,19
16,12,1,5,9,2,NA,1,NA,25
16,11,1,5,8,2,NA,1,NA,30
16,17,1,5,14,1,6,1,8500,25
16,59,1,5,16,1,6,1,9100,18
16,74,1,1,19,1,6,1,43100,30
16,74,1,1,16,2,6,1,7500,33
16,70,1,1,16,1,6,1,18000,12
16,68,1,1,16,2,6,1,4700,13
16,66,1,3,1,1,6,1,14200,28
16,45,1,1,16,1,1,1,90000,72
16,46,1,1,18,2,1,1,6000,74
16,19,1,5,16,1,1,1,19500,76
16,11,1,5,8,1,NA,1,NA,94
16,17,1,5,14,1,6,1,11000,58
16,86,1,1,16,1,6,1,9140,10
16,82,1,1,21,2,6,1,31500,7
16,43,1,5,19,1,1,1,82004,7
16,84,1,2,16,2,6,1,14000,6
16,44,1,5,20,2,1,1,3100,6
16,62,1,1,19,2,6,1,5600,30
16,62,1,1,13,1,6,1,12000,26
16,45,1,3,19,2,1,1,29000,18
16,17,1,5,14,2,6,1,400,14
16,80,1,2,16,2,6,1,34500,20
16,34,1,3,20,2,1,1,45000,24
16,61,1,1,16,2,6,1,800,28
16,60,1,1,19,1,1,1,74700,24
16,56,1,3,19,1,1,1,61000,46
16,21,1,5,18,2,1,1,12000,23
16,25,1,5,20,1,1,6,20000,22
16,22,1,5,21,2,3,1,23000,32
16,33,1,3,20,1,1,1,24000,36
16,21,1,5,18,2,6,1,16100,11
16,3,1,5,1,2,NA,1,NA,13
16,56,1,1,20,1,1,1,14000,15
16,49,5,1,11,2,1,1,8000,14
16,17,1,5,14,1,6,1,3500,11
16,45,1,1,21,1,1,1,48000,68
16,36,1,1,20,2,1,1,30000,31
16,15,1,5,11,1,NA,1,0,36
16,10,1,5,6,1,NA,1,NA,32
16,6,1,5,3,2,NA,1,NA,26
16,48,1,3,18,2,1,1,20000,25
16,17,1,5,13,2,3,1,2000,24
16,14,1,5,11,2,NA,1,NA,27
16,64,1,1,20,1,1,1,92000,12
16,62,1,1,16,2,6,1,0,11
16,79,1,2,23,1,6,1,33700,17
16,46,1,5,21,2,1,1,16000,47
16,69,1,1,14,1,6,1,17200,3
16,64,1,1,16,2,6,1,13500,3
16,47,1,5,18,2,1,1,26000,23
16,17,1,5,14,2,6,1,0,25
16,15,1,5,12,2,NA,1,0,26
16,19,1,5,16,1,6,1,1130,3
16,37,1,1,20,1,1,1,56000,4
16,36,1,1,20,2,1,1,7100,5
16,15,1,5,12,2,NA,1,400,3
16,13,1,5,10,1,NA,1,NA,4
16,8,1,5,5,1,NA,1,NA,4
16,50,1,1,17,1,1,1,41000,12
16,48,1,1,18,2,1,1,15000,14
16,13,1,5,10,1,NA,1,NA,19
16,40,1,1,23,2,1,1,30000,24
16,40,1,1,23,1,1,1,50000,25
16,10,1,5,6,2,NA,1,NA,25
16,6,1,5,3,1,NA,1,NA,22
16,30,1,5,16,2,6,1,7600,85
16,70,1,2,19,2,6,1,154300,17
16,37,1,3,20,2,6,1,7200,17
16,20,1,5,16,2,1,1,4604,1
16,40,1,1,20,2,1,1,79800,17
16,35,1,1,16,1,1,1,34500,18
16,20,1,5,16,1,1,8,7000,37
16,18,1,5,14,1,1,8,800,22
16,11,1,5,7,2,NA,1,NA,17
16,11,1,5,7,1,NA,1,NA,18
16,62,1,3,16,2,1,1,13600,22
16,64,1,3,19,2,6,1,13500,20
