"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
11,27,1,1,21,2,1,1,50000,14
11,25,1,5,21,1,1,1,52000,11
11,18,1,5,18,1,1,1,5000,22
11,35,1,5,23,2,1,1,54000,14
11,70,1,1,24,1,1,1,234300,15
11,62,1,1,24,2,1,1,177000,11
11,22,1,5,19,2,1,1,6200,13
11,27,1,1,21,1,1,1,50000,9
11,25,1,1,21,2,1,1,53000,10
11,25,1,5,21,2,1,1,40000,15
11,27,1,5,22,2,1,1,44000,23
11,27,1,5,22,2,1,1,24030,23
11,25,1,5,21,1,1,6,30000,18
11,24,1,5,21,2,1,1,40200,26
11,43,1,5,18,1,6,2,4800,2
11,71,1,2,16,2,6,2,8400,32
11,69,1,4,18,1,6,2,24800,29
11,24,1,5,21,1,1,1,34000,20
11,46,1,1,22,2,6,1,0,31
11,41,1,1,22,1,1,1,220000,18
11,7,1,5,4,2,NA,1,NA,13
11,4,4,5,2,2,NA,1,NA,14
11,86,1,2,13,2,1,2,24400,21
11,34,4,5,21,1,1,6,110000,18
11,24,1,5,21,2,1,6,45000,9
11,25,1,5,21,2,1,1,40000,15
11,83,1,2,10,1,6,2,12000,13
11,51,1,5,19,1,1,2,87000,21
11,66,1,5,24,2,6,1,55000,20
11,51,1,3,21,2,1,2,28000,13
11,27,1,5,21,2,1,2,30000,24
11,23,1,5,19,1,1,2,20000,30
11,1,1,5,NA,1,NA,2,NA,36
11,24,1,5,19,2,6,2,0,32
11,76,1,1,21,1,6,1,48200,24
11,70,1,1,19,2,6,1,8200,25
11,38,1,1,16,2,6,2,8900,34
11,45,4,1,16,2,6,2,0,10
11,48,4,1,17,1,1,2,32400,15
11,14,1,5,12,1,NA,2,NA,13
11,15,1,5,12,1,NA,2,0,13
11,15,1,5,11,1,NA,2,0,13
11,42,5,1,8,2,1,1,25000,21
11,50,5,1,8,1,1,1,8200,15
11,22,5,5,17,2,1,1,16000,36
11,20,1,5,17,2,6,1,960,36
11,15,1,5,10,1,NA,1,0,19
11,5,1,5,2,1,NA,1,NA,16
11,0,1,5,NA,2,NA,1,NA,23
11,48,1,3,16,2,1,2,51000,17
11,20,1,5,19,1,1,1,8000,18
11,23,5,5,1,1,1,8,7000,17
11,26,5,5,14,1,6,8,0,26
11,19,5,5,16,2,1,6,184,24
11,65,1,5,24,2,6,1,122100,22
11,44,1,5,16,1,1,2,240,11
11,44,1,5,23,2,1,2,113300,16
11,57,1,5,21,1,6,1,75000,20
11,27,1,5,23,2,6,1,34600,13
11,30,1,5,21,1,1,1,50000,26
11,35,1,5,22,1,1,1,150000,34
11,59,1,1,19,2,6,2,500,11
11,20,1,5,16,1,6,2,0,18
11,47,1,5,16,2,1,2,73000,43
11,21,1,5,16,1,1,2,21000,89
11,55,1,5,22,2,1,2,86000,12
11,76,1,1,23,1,2,1,350000,16
11,72,1,1,24,2,6,1,120000,15
11,46,1,5,16,1,6,2,7600,25
11,34,1,5,22,2,1,2,60000,17
11,50,5,3,1,2,1,1,20700,28
11,25,1,5,21,2,1,1,40500,12
11,41,1,5,21,1,1,1,170000,17
11,25,5,5,18,2,1,1,32000,21
11,50,1,1,17,2,6,2,9200,14
11,34,1,5,17,1,3,2,0,25
11,46,1,1,23,2,1,1,146000,15
11,47,1,1,21,1,1,9,135000,9
11,35,1,5,16,1,1,2,35000,33
11,62,1,5,18,1,6,2,144200,13
11,56,1,1,22,1,1,1,508001,16
11,50,1,5,16,1,1,2,28000,15
11,61,1,1,22,2,1,2,9563,14
11,56,1,1,19,1,1,2,23700,15
11,48,1,1,24,2,1,1,202000,11
11,49,1,1,23,1,1,1,102000,13
11,11,1,5,7,1,NA,1,NA,15
11,10,1,5,6,2,NA,1,NA,18
11,60,1,4,16,1,6,2,25230,15
11,45,1,1,21,2,1,2,20000,13
11,46,1,1,24,1,1,2,135000,16
11,15,1,5,11,2,NA,2,0,14
11,11,1,5,8,1,NA,2,NA,14
11,20,1,5,19,2,3,2,2500,27
11,17,1,5,13,1,6,2,0,15
11,30,1,5,22,2,1,1,60800,17
11,33,1,5,22,1,1,1,60100,19
11,69,1,3,16,2,6,2,6600,20
11,43,1,5,19,1,1,2,27000,26
11,58,1,5,14,2,6,2,1100,11
11,65,1,3,19,2,6,2,83000,12
11,53,1,1,21,2,1,2,64000,32
11,47,1,1,14,1,1,2,15000,32
11,43,1,5,16,2,3,2,16200,53
11,18,1,5,16,2,6,2,800,66
11,74,1,1,19,1,6,1,139500,44
11,74,1,1,22,2,6,1,76000,45
11,37,1,1,23,2,1,1,182000,18
11,43,1,1,22,1,1,1,180000,19
11,7,1,5,4,1,NA,1,NA,22
11,3,1,5,1,1,NA,1,NA,25
11,41,1,5,22,1,1,1,129000,41
11,52,4,1,22,1,1,2,51900,12
11,36,4,1,20,2,1,2,38000,14
11,0,4,5,NA,1,NA,2,NA,19
11,40,1,1,22,1,1,1,56000,15
11,38,5,1,21,2,1,1,80000,14
11,3,1,5,2,2,NA,1,NA,20
11,2,1,5,NA,1,NA,1,NA,19
11,30,1,3,22,2,1,1,50000,11
11,79,1,3,17,2,6,2,22000,13
11,55,1,5,22,2,1,1,55300,11
11,22,1,5,21,1,1,9,48000,25
11,61,1,5,18,2,1,2,30000,21
11,20,1,5,18,2,1,2,7300,34
11,15,1,5,11,1,NA,2,0,21
11,10,1,5,8,2,NA,2,NA,26
11,41,1,5,21,2,1,1,83000,21
11,52,1,3,21,1,1,1,115000,17
11,37,1,5,17,1,6,2,7600,12
11,38,1,5,21,1,1,2,225000,12
11,33,5,5,23,2,1,6,175000,8
11,32,1,5,23,1,1,2,599000,18
11,26,1,1,23,2,6,1,15030,13
11,28,5,1,22,1,1,1,68000,11
11,48,1,2,12,2,3,2,22700,15
11,37,1,3,14,2,3,2,30800,35
11,16,1,5,13,2,6,2,1600,31
11,13,1,5,10,1,NA,2,NA,39
11,10,1,5,7,1,NA,2,NA,38
11,50,1,1,21,2,1,2,65000,14
11,44,1,1,17,1,1,2,37400,14
11,23,1,5,20,2,1,2,22900,20
11,83,1,3,16,1,6,2,12000,18
11,65,1,5,16,1,1,2,19100,18
11,31,1,1,22,2,1,1,55600,15
11,30,1,1,22,1,6,1,0,17
11,43,1,5,1,2,6,2,840,20
11,89,1,5,16,1,6,2,11000,47
11,74,1,2,14,2,6,2,22800,11
11,48,1,3,18,1,1,2,72000,20
11,46,1,1,12,1,6,2,0,21
11,9,1,5,7,1,NA,2,NA,12
11,35,1,1,16,2,1,2,11700,20
11,56,1,2,8,1,6,2,0,20
11,47,5,5,9,1,1,1,22000,27
11,25,5,5,14,1,1,1,20000,37
11,27,5,5,20,1,1,1,23000,37
11,44,1,5,22,1,1,1,148000,14
11,51,1,1,12,1,1,2,2200,34
11,28,1,1,21,1,1,6,73000,9
11,27,5,1,21,2,1,6,45000,11
11,26,1,4,18,2,1,2,28600,21
11,8,1,5,5,1,NA,2,NA,17
11,43,1,5,14,1,6,2,6100,13
11,43,1,5,21,1,3,1,42530,10
11,93,1,5,16,2,6,1,34300,10
11,51,1,3,16,1,6,2,21800,17
11,55,1,4,14,1,6,2,820,10
11,56,1,5,1,2,6,2,8700,11
11,33,1,5,16,2,1,2,22000,64
11,33,1,5,21,1,1,1,97000,62
