"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
20,56,1,3,18,1,1,1,40000,7
20,22,1,1,16,1,1,1,30000,9
20,19,1,1,16,2,1,1,10000,8
20,41,1,1,17,1,1,1,80000,18
20,39,1,1,19,2,1,9,55000,26
20,11,1,5,8,1,NA,9,NA,53
20,5,1,5,2,2,NA,9,NA,21
20,53,1,1,20,1,1,1,42200,6
20,50,1,1,20,2,1,1,20000,7
20,19,1,5,20,1,1,1,5000,5
20,48,1,3,18,2,1,1,17870,32
20,17,1,5,14,2,1,1,1600,24
20,47,4,1,16,2,1,6,45000,14
20,47,5,1,16,1,1,6,25000,19
20,5,1,5,3,1,NA,6,NA,10
20,77,1,2,16,2,6,1,13300,19
20,49,1,3,19,1,1,3,30000,10
20,56,1,1,18,1,1,1,43000,23
20,58,1,1,19,2,1,1,36000,20
20,42,1,3,21,1,1,1,130000,12
20,17,1,5,14,1,1,1,4500,12
20,17,1,5,14,1,1,1,4500,12
20,15,1,5,12,1,NA,1,0,11
20,42,1,3,19,2,1,1,46000,18
20,55,1,1,16,2,1,1,14700,5
20,57,1,1,18,1,1,1,42700,5
20,29,1,1,21,1,1,1,46000,17
20,27,1,1,21,2,1,1,26500,18
20,38,1,1,21,1,1,1,75500,24
20,39,1,1,22,2,1,1,32000,24
20,8,1,5,5,2,NA,1,NA,27
20,3,1,5,2,1,NA,1,NA,26
20,31,1,5,19,1,1,1,23000,4
20,88,1,2,11,2,6,1,10000,31
20,44,1,3,19,2,1,1,7000,7
20,11,1,5,8,2,NA,1,NA,6
20,44,1,1,21,2,1,1,50000,18
20,45,1,1,22,1,1,1,62000,18
20,15,1,5,11,2,NA,1,4800,20
20,12,1,5,8,2,NA,1,NA,19
20,55,1,3,16,1,1,1,20000,25
20,53,1,1,16,2,6,1,1900,13
20,58,1,1,12,1,6,1,9500,18
20,61,1,1,19,2,1,1,19000,5
20,63,1,1,16,1,6,1,18500,6
20,86,1,1,21,2,6,1,11500,7
20,26,1,1,19,2,1,1,27000,16
20,26,1,1,19,1,1,1,10000,16
20,3,1,5,2,1,NA,1,NA,26
