"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
15,62,1,1,21,1,1,6,1,32090,27
15,57,5,1,11,1,1,6,1,23300,15
15,54,4,1,8,2,1,6,1,2000,17
15,30,4,1,16,2,1,6,1,28000,21
15,28,4,1,18,1,1,6,1,21000,16
15,21,5,5,19,2,1,6,1,4000,14
15,77,5,2,7,2,6,6,1,7200,17
15,33,4,1,16,1,1,6,1,28000,15
15,25,5,1,20,2,1,6,1,7500,15
15,48,1,3,22,1,1,9,1,321000,25
15,10,1,5,7,2,NA,9,1,NA,37
15,51,1,2,21,2,1,1,1,45600,16
15,57,1,1,21,2,1,1,1,53600,16
15,58,1,1,22,1,1,1,1,69000,15
15,55,1,1,23,1,1,1,1,328000,14
15,50,1,1,21,2,1,1,1,1800,16
15,13,1,5,10,1,NA,1,1,NA,24
15,80,1,5,12,1,6,6,1,57800,19
15,94,1,5,21,2,6,1,1,187600,13
15,69,1,5,18,1,1,9,1,37800,16
15,36,1,1,20,1,1,7,1,22000,41
15,28,1,1,20,2,1,9,1,34000,33
15,5,1,5,2,1,NA,9,1,NA,39
15,0,1,5,NA,2,NA,9,1,NA,38
15,45,1,1,21,1,2,6,1,100000,13
15,45,1,1,19,2,2,6,1,10000,15
15,17,1,5,14,1,6,6,1,0,14
15,17,1,5,14,1,6,6,1,0,15
15,71,1,1,17,1,1,7,1,17500,7
15,74,1,1,16,2,6,7,1,600,6
15,82,1,2,19,2,6,1,1,12004,19
15,74,4,1,24,1,6,6,1,23000,15
15,76,4,1,21,2,6,6,1,20500,16
15,60,1,1,23,2,6,6,1,33700,15
15,61,1,1,23,1,6,6,1,25300,14
15,57,1,1,18,2,1,8,2,25000,19
15,57,1,1,13,1,1,1,1,25000,17
15,65,4,1,19,1,1,1,1,25800,3
15,61,1,1,19,2,6,1,1,41400,4
15,33,1,3,19,2,1,6,1,40000,9
15,8,1,5,5,1,NA,9,1,NA,9
15,4,1,5,2,1,NA,9,1,NA,8
15,79,1,2,16,1,1,6,1,61040,20
15,49,1,5,19,1,1,6,1,18000,16
15,56,3,2,19,2,1,6,1,50470,12
15,62,1,1,22,1,6,1,1,58300,11
15,58,1,1,19,2,1,6,1,13070,14
15,64,1,1,22,1,6,6,1,43000,47
15,55,5,1,21,2,1,6,1,100000,47
15,52,1,5,21,1,1,7,1,25000,3
15,53,1,1,18,2,1,7,1,39000,6
15,55,1,1,16,1,1,7,1,36000,5
15,17,1,5,14,2,1,7,1,2100,4
15,83,4,2,1,2,6,1,24,15700,5
15,1,1,5,NA,1,NA,7,1,NA,4
15,32,5,5,24,2,6,6,1,0,18
15,55,1,5,16,1,1,7,1,31000,5
15,49,1,5,20,2,1,9,1,39000,16
15,9,1,5,7,1,NA,9,1,NA,17
15,31,1,4,18,2,1,9,24,31000,8
15,0,1,5,NA,2,NA,9,24,NA,8
15,28,1,5,19,2,1,9,3,32000,4
15,30,2,1,16,1,4,7,3,36500,15
15,30,1,1,19,2,6,7,3,0,15
15,13,1,5,9,2,NA,7,3,NA,15
15,5,1,5,3,1,NA,7,3,NA,12
15,54,4,2,20,2,6,6,1,8800,44
15,17,1,5,15,2,6,9,1,10900,36
15,63,1,5,19,1,6,1,1,10000,53
15,52,1,1,23,1,6,6,1,117000,44
15,55,1,1,21,2,6,6,1,0,43
15,58,4,1,19,2,1,6,1,48060,14
15,61,4,1,18,1,1,1,1,32000,15
15,28,4,5,21,2,1,9,1,16200,15
15,61,1,1,21,2,1,1,1,68000,17
15,63,1,1,23,1,1,1,1,100000,20
15,29,1,1,21,1,3,1,1,19400,22
15,30,1,1,21,2,1,9,1,35000,23
15,57,1,1,16,2,1,7,1,20000,20
15,63,1,1,16,1,1,6,1,20000,17
15,70,1,1,1,1,6,9,1,33400,4
15,71,1,1,1,2,6,1,1,6250,5
15,68,1,1,21,1,6,1,1,67000,12
15,55,1,1,19,2,1,1,1,2600,12
15,27,1,1,19,1,1,1,3,40000,20
15,25,1,1,16,2,1,1,3,21200,26
15,52,5,1,22,1,6,1,1,-7000,8
15,56,1,1,21,2,6,1,1,0,9
15,46,1,4,22,2,1,1,1,112000,19
15,84,1,2,18,1,6,6,1,40000,17
15,59,1,5,21,1,1,6,1,30000,20
15,28,1,5,18,2,1,6,1,40000,18
15,60,1,1,23,1,6,1,1,63500,20
15,55,1,1,19,2,6,1,1,5000,22
15,32,1,5,21,1,1,1,1,46000,29
15,37,1,5,16,2,1,7,1,32000,12
15,17,1,5,16,2,2,7,1,12000,19
15,11,1,5,7,2,NA,7,1,NA,19
15,6,1,5,2,2,NA,7,1,NA,19
15,19,1,5,19,1,1,7,1,800,14
15,52,1,5,20,1,1,7,1,120000,18
15,75,1,3,19,1,1,6,1,93000,24
15,64,1,3,22,2,6,6,1,3200,17
15,53,1,3,21,1,1,1,2,131000,19
15,40,1,5,16,1,1,1,1,44400,17
15,49,4,2,21,1,1,1,24,45000,8
15,12,1,5,9,1,NA,1,24,NA,11
15,9,1,5,5,1,NA,1,24,NA,11
15,42,1,1,21,1,1,1,1,100000,14
15,34,1,1,21,2,1,6,1,72000,14
15,2,1,5,NA,1,NA,9,1,NA,15
15,0,1,5,NA,2,NA,9,1,NA,11
15,75,1,2,19,2,6,6,1,17100,15
15,20,1,5,18,1,6,1,1,0,70
15,19,1,5,19,1,1,1,1,10000,48
15,35,5,1,20,2,1,1,1,50000,16
15,40,1,1,17,1,3,1,1,2000,17
15,5,1,5,1,1,NA,1,1,NA,18
15,3,1,5,1,1,NA,1,1,NA,19
15,53,5,1,21,2,1,1,1,74000,16
15,52,5,1,19,1,3,1,1,32000,16
15,23,1,3,17,1,1,1,1,20600,35
15,75,1,1,16,1,6,6,1,35900,16
15,68,1,1,22,2,1,6,1,25800,14
15,39,1,3,21,2,1,6,1,74400,13
15,62,1,3,19,2,1,6,1,45000,13
15,49,1,3,20,1,1,2,1,60000,11
15,25,1,5,18,1,2,2,1,22000,23
15,76,1,2,19,2,6,6,1,3260,19
15,57,1,1,19,2,1,6,1,39000,19
15,67,1,2,19,2,6,6,1,7400,13
15,42,1,5,16,2,1,6,1,47400,16
15,22,1,1,19,1,4,1,1,48000,12
15,19,1,1,19,2,6,3,1,10000,11
