"","ST","age","citizen","marital","education","employment","race","sex","n","weighted_share_of_state","state"
"1216",4,1,2,2,1,2,1,2,3111,0.000485261299405286,"az"
"1217",4,1,2,2,1,2,2,1,1807,0.000281860227587705,"az"
"1218",4,1,2,2,1,2,2,2,1540,0.000240212922238554,"az"
"1219",4,1,2,2,1,2,3,1,39377,0.00614211963570618,"az"
"1220",4,1,2,2,1,2,3,2,46086,0.00718860567161427,"az"
"1221",4,1,2,2,1,2,4,1,3753,0.000585402011143696,"az"
"1222",4,1,2,2,1,2,4,2,3948,0.00061581858246611,"az"
"1223",4,1,2,2,1,2,5,1,604,9.42133798909652e-05,"az"
"1224",4,1,2,2,1,2,5,2,538,8.39185403664557e-05,"az"
"1225",4,1,2,2,2,1,1,1,970,0.000151302944526881,"az"
"1226",4,1,2,2,2,1,1,2,874,0.000136328632491231,"az"
"1227",4,1,2,2,2,1,2,1,692,0.000107939832590311,"az"
"1228",4,1,2,2,2,1,2,2,488,7.61194195145546e-05,"az"
"1229",4,1,2,2,2,1,3,1,15641,0.0024397209848917,"az"
"1230",4,1,2,2,2,1,3,2,9968,0.001554832733035,"az"
"1231",4,1,2,2,2,1,4,1,571,8.90659601287105e-05,"az"
"1232",4,1,2,2,2,1,4,2,360,5.61536701336878e-05,"az"
"1233",4,1,2,2,2,1,5,1,172,2.68289757305398e-05,"az"
"1234",4,1,2,2,2,1,5,2,36,5.61536701336878e-06,"az"
"1235",4,1,2,2,2,2,1,1,996,0.00015535848736987,"az"
"1236",4,1,2,2,2,2,1,2,1939,0.000302449906636724,"az"
"1237",4,1,2,2,2,2,2,1,290,4.52349009410263e-05,"az"
"1238",4,1,2,2,2,2,2,2,316,4.92904437840149e-05,"az"
"1239",4,1,2,2,2,2,3,1,7653,0.00119373343759198,"az"
"1240",4,1,2,2,2,2,3,2,9827,0.00153283921223264,"az"
"1241",4,1,2,2,2,2,4,1,648,0.000101076606240638,"az"
"1242",4,1,2,2,2,2,4,2,616,9.60851688954214e-05,"az"
"1243",4,1,2,2,2,2,5,1,184,2.8700764734996e-05,"az"
"1244",4,1,2,2,2,2,5,2,158,2.46452218920074e-05,"az"
"1245",4,1,2,2,3,1,1,1,1609,0.000250975709014177,"az"
"1246",4,1,2,2,3,1,1,2,1611,0.000251287673848253,"az"
"1247",4,1,2,2,3,1,2,1,397,6.19250195640947e-05,"az"
"1248",4,1,2,2,3,1,2,2,322,5.0226338286243e-05,"az"
"1249",4,1,2,2,3,1,3,1,5358,0.000835753790489721,"az"
"1250",4,1,2,2,3,1,3,2,5657,0.000882392533184089,"az"
"1251",4,1,2,2,3,1,4,1,1017,0.000158634118127668,"az"
"1252",4,1,2,2,3,1,4,2,708,0.000110435551262919,"az"
"1253",4,1,2,2,3,1,5,1,33,5.14741976225472e-06,"az"
"1254",4,1,2,2,3,1,5,2,206,3.21323779098325e-05,"az"
"1255",4,1,2,2,3,2,1,1,1490,0.000232413801386652,"az"
"1256",4,1,2,2,3,2,1,2,1748,0.000272657264982462,"az"
"1257",4,1,2,2,3,2,2,1,417,6.50446679048551e-05,"az"
"1258",4,1,2,2,3,2,2,2,427,6.66044920752353e-05,"az"
"1259",4,1,2,2,3,2,3,1,3033,0.00047309467087632,"az"
"1260",4,1,2,2,3,2,3,2,3894,0.000607395531946057,"az"
"1261",4,1,2,2,3,2,4,1,1435,0.000223834768449561,"az"
"1262",4,1,2,2,3,2,4,2,925,0.00014428373576017,"az"
"1263",4,1,2,2,3,2,5,1,299,4.66387426943685e-05,"az"
"1264",4,1,2,2,3,2,5,2,7,1.09187691926615e-06,"az"
"1265",4,1,2,2,4,1,1,1,421,6.56685975730072e-05,"az"
"1266",4,1,2,2,4,1,1,2,605,9.43693623080032e-05,"az"
"1267",4,1,2,2,4,1,2,1,203,3.16644306587184e-05,"az"
"1268",4,1,2,2,4,1,2,2,85,1.32585054482319e-05,"az"
"1269",4,1,2,2,4,1,3,1,964,0.000150367050024653,"az"
"1270",4,1,2,2,4,1,3,2,1046,0.000163157608221771,"az"
"1271",4,1,2,2,4,1,4,1,107,1.66901186230683e-05,"az"
"1272",4,1,2,2,4,1,4,2,181,2.82328174838819e-05,"az"
"1273",4,1,2,2,4,1,5,1,17,2.65170108964637e-06,"az"
"1274",4,1,2,2,4,1,5,2,17,2.65170108964637e-06,"az"
"1275",4,1,2,2,4,2,1,1,289,4.50789185239883e-05,"az"
"1276",4,1,2,2,4,2,1,2,419,6.53566327389311e-05,"az"
"1277",4,1,2,2,4,2,2,1,224,3.49400614165169e-05,"az"
"1278",4,1,2,2,4,2,3,1,457,7.1283964586376e-05,"az"
"1279",4,1,2,2,4,2,3,2,705,0.000109967604011805,"az"
"1280",4,1,2,2,4,2,4,1,119,1.85619076275246e-05,"az"
"1281",4,1,2,2,4,2,4,2,140,2.18375383853231e-05,"az"
"1282",4,1,2,2,4,2,5,1,4,6.23929668152087e-07,"az"
"1283",4,1,2,2,5,1,1,1,1160,0.000180939603764105,"az"
"1284",4,1,2,2,5,1,1,2,1132,0.000176572096087041,"az"
"1285",4,1,2,2,5,1,2,1,398,6.20810019811327e-05,"az"
"1286",4,1,2,2,5,1,2,2,122,1.90298548786387e-05,"az"
"1287",4,1,2,2,5,1,3,1,1783,0.000278116649578793,"az"
"1288",4,1,2,2,5,1,3,2,1847,0.000288099524269226,"az"
"1289",4,1,2,2,5,1,4,1,1292,0.000201529282813124,"az"
"1290",4,1,2,2,5,1,4,2,1217,0.000189830601535273,"az"
"1291",4,1,2,2,5,1,5,1,284,4.42990064387982e-05,"az"
"1292",4,1,2,2,5,1,5,2,84,1.31025230311938e-05,"az"
"1293",4,1,2,2,5,2,1,1,624,9.73330282317256e-05,"az"
"1294",4,1,2,2,5,2,1,2,771,0.000120262443536315,"az"
"1295",4,1,2,2,5,2,2,1,35,5.45938459633076e-06,"az"
"1296",4,1,2,2,5,2,2,2,21,3.27563075779846e-06,"az"
"1297",4,1,2,2,5,2,3,1,342,5.33459866270035e-05,"az"
"1298",4,1,2,2,5,2,3,2,789,0.000123070127042999,"az"
"1299",4,1,2,2,5,2,4,1,1232,0.000192170337790843,"az"
"1300",4,1,2,2,5,2,4,2,586,9.14056963842808e-05,"az"
"1301",4,1,2,2,5,2,5,1,37,5.77134943040681e-06,"az"
"1302",4,1,2,2,5,2,5,2,32,4.9914373452167e-06,"az"
"1303",4,1,2,2,6,1,1,1,1079,0.000168305027984026,"az"
"1304",4,1,2,2,6,1,1,2,851,0.000132741036899357,"az"
"1305",4,1,2,2,6,1,2,1,96,1.49743120356501e-05,"az"
"1306",4,1,2,2,6,1,2,2,120,1.87178900445626e-05,"az"
"1307",4,1,2,2,6,1,3,1,750,0.000116986812778516,"az"
"1308",4,1,2,2,6,1,3,2,560,8.73501535412922e-05,"az"
"1309",4,1,2,2,6,1,4,1,1342,0.000209328403665025,"az"
"1310",4,1,2,2,6,1,4,2,723,0.00011277528751849,"az"
"1311",4,1,2,2,6,1,5,1,77,1.20106461119277e-05,"az"
"1312",4,1,2,2,6,1,5,2,42,6.55126151559692e-06,"az"
"1313",4,1,2,2,6,2,1,1,305,4.75746371965967e-05,"az"
"1314",4,1,2,2,6,2,1,2,261,4.07114108469237e-05,"az"
"1315",4,1,2,2,6,2,2,1,10,1.55982417038022e-06,"az"
"1316",4,1,2,2,6,2,2,2,14,2.18375383853231e-06,"az"
"1317",4,1,2,2,6,2,3,1,98,1.52862768697261e-05,"az"
"1318",4,1,2,2,6,2,3,2,317,4.94464262010529e-05,"az"
"1319",4,1,2,2,6,2,4,1,195,3.04165713224143e-05,"az"
"1320",4,1,2,2,6,2,4,2,145,2.26174504705132e-05,"az"
"1321",5,1,1,1,1,1,1,1,28989,0.00994008994737297,"ar"
"1322",5,1,1,1,1,1,1,2,14746,0.00505628225754465,"ar"
"1323",5,1,1,1,1,1,2,1,2489,0.000853457652178803,"ar"
"1324",5,1,1,1,1,1,2,2,2090,0.000716643830073804,"ar"
"1325",5,1,1,1,1,1,3,1,4514,0.00154781351624553,"ar"
"1326",5,1,1,1,1,1,3,2,2622,0.000899062259547136,"ar"
"1327",5,1,1,1,1,1,4,1,393,0.000134756471396653,"ar"
"1328",5,1,1,1,1,1,4,2,581,0.000199220126924823,"ar"
"1329",5,1,1,1,1,1,5,1,436,0.000149500818139798,"ar"
"1330",5,1,1,1,1,1,5,2,464,0.000159101788112079,"ar"
"1331",5,1,1,1,1,2,1,1,36795,0.0126167032189309,"ar"
"1332",5,1,1,1,1,2,1,2,34822,0.0119401777276699,"ar"
"1333",5,1,1,1,1,2,2,1,6245,0.0021413591956033,"ar"
"1334",5,1,1,1,1,2,2,2,4587,0.0015728446165304,"ar"
"1335",5,1,1,1,1,2,3,1,1202,0.000412155925238618,"ar"
"1336",5,1,1,1,1,2,3,2,1657,0.000568171687288179,"ar"
"1337",5,1,1,1,1,2,4,1,180,6.17205212503755e-05,"ar"
"1338",5,1,1,1,1,2,4,2,285,9.77241586464278e-05,"ar"
"1339",5,1,1,1,1,2,5,1,864,0.000296258502001802,"ar"
"1340",5,1,1,1,1,2,5,2,678,0.000232480630043081,"ar"
"1341",5,1,1,1,2,1,1,1,111505,0.038234148455684,"ar"
"1342",5,1,1,1,2,1,1,2,80640,0.0276507935201682,"ar"
"1343",5,1,1,1,2,1,2,1,13031,0.00446822284674246,"ar"
"1344",5,1,1,1,2,1,2,2,7652,0.00262380793671041,"ar"
"1345",5,1,1,1,2,1,3,1,3813,0.00130744637515379,"ar"
"1346",5,1,1,1,2,1,3,2,2377,0.00081505377228968,"ar"
"1347",5,1,1,1,2,1,4,1,668,0.000229051712195838,"ar"
"1348",5,1,1,1,2,1,4,2,593,0.000203334828341515,"ar"
"1349",5,1,1,1,2,1,5,1,2424,0.000831169686171723,"ar"
"1350",5,1,1,1,2,1,5,2,1733,0.000594231462927226,"ar"
"1351",5,1,1,1,2,2,1,1,62519,0.021437251489179,"ar"
"1352",5,1,1,1,2,2,1,2,91549,0.0313913999997257,"ar"
"1353",5,1,1,1,2,2,2,1,8010,0.00274656319564171,"ar"
"1354",5,1,1,1,2,2,2,2,6347,0.00217633415764518,"ar"
"1355",5,1,1,1,2,2,3,1,1296,0.000444387753002703,"ar"
"1356",5,1,1,1,2,2,3,2,1954,0.000670010547351298,"ar"
"1357",5,1,1,1,2,2,4,1,124,4.25185813058142e-05,"ar"
"1358",5,1,1,1,2,2,4,2,478,0.000163902273098219,"ar"
"1359",5,1,1,1,2,2,5,1,1132,0.000388153500307917,"ar"
"1360",5,1,1,1,2,2,5,2,1163,0.00039878314563437,"ar"
"1361",5,1,1,1,3,1,1,1,79394,0.0272235503564017,"ar"
"1362",5,1,1,1,3,1,1,2,68257,0.0234047645499271,"ar"
"1363",5,1,1,1,3,1,2,1,7232,0.0024797933871262,"ar"
"1364",5,1,1,1,3,1,2,2,7590,0.0026025486460575,"ar"
"1365",5,1,1,1,3,1,3,1,1068,0.000366208426085561,"ar"
"1366",5,1,1,1,3,1,3,2,1871,0.000641550529219181,"ar"
"1367",5,1,1,1,3,1,4,1,697,0.000238995573952843,"ar"
"1368",5,1,1,1,3,1,4,2,560,0.000192019399445613,"ar"
"1369",5,1,1,1,3,1,5,1,1804,0.000618576779642652,"ar"
"1370",5,1,1,1,3,1,5,2,1500,0.000514337677086462,"ar"
"1371",5,1,1,1,3,2,1,1,36997,0.0126859673594452,"ar"
"1372",5,1,1,1,3,2,1,2,50684,0.0173791272169668,"ar"
"1373",5,1,1,1,3,2,2,1,3358,0.00115143061310423,"ar"
"1374",5,1,1,1,3,2,2,2,4400,0.00150872385278696,"ar"
"1375",5,1,1,1,3,2,3,1,418,0.000143328766014761,"ar"
"1376",5,1,1,1,3,2,3,2,859,0.000294544043078181,"ar"
"1377",5,1,1,1,3,2,4,1,23,7.88651104865909e-06,"ar"
"1378",5,1,1,1,3,2,4,2,854,0.000292829584154559,"ar"
"1379",5,1,1,1,3,2,5,1,636,0.00021807917508466,"ar"
"1380",5,1,1,1,3,2,5,2,1164,0.000399126037419095,"ar"
"1381",5,1,1,1,4,1,1,1,19067,0.00653791765933838,"ar"
"1382",5,1,1,1,4,1,1,2,25923,0.00888878373540824,"ar"
"1383",5,1,1,1,4,1,2,1,2090,0.000716643830073804,"ar"
"1384",5,1,1,1,4,1,2,2,3068,0.00105199199553418,"ar"
"1385",5,1,1,1,4,1,3,1,647,0.000221850984716627,"ar"
"1386",5,1,1,1,4,1,3,2,938,0.000321632494071401,"ar"
"1387",5,1,1,1,4,1,4,1,315,0.000108010912188157,"ar"
"1388",5,1,1,1,4,1,4,2,201,6.89212487295859e-05,"ar"
"1389",5,1,1,1,4,1,5,1,485,0.000166302515591289,"ar"
"1390",5,1,1,1,4,1,5,2,731,0.000250653894633469,"ar"
"1391",5,1,1,1,4,2,1,1,6420,0.00220136525793006,"ar"
"1392",5,1,1,1,4,2,1,2,12912,0.00442741872436027,"ar"
"1393",5,1,1,1,4,2,2,1,756,0.000259226189251577,"ar"
"1394",5,1,1,1,4,2,2,2,1195,0.000409755682745548,"ar"
"1395",5,1,1,1,4,2,3,1,71,2.43453167154259e-05,"ar"
"1396",5,1,1,1,4,2,3,2,359,0.000123098150716027,"ar"
"1397",5,1,1,1,4,2,4,1,112,3.84038798891225e-05,"ar"
"1398",5,1,1,1,4,2,4,2,97,3.32605031182579e-05,"ar"
"1399",5,1,1,1,4,2,5,1,148,5.07479841391976e-05,"ar"
"1400",5,1,1,1,4,2,5,2,176,6.03489541114782e-05,"ar"
"1401",5,1,1,1,5,1,1,1,61209,0.0209880632511902,"ar"
"1402",5,1,1,1,5,1,1,2,53951,0.0184993546776611,"ar"
"1403",5,1,1,1,5,1,2,1,4259,0.00146037611114083,"ar"
"1404",5,1,1,1,5,1,2,2,4578,0.00156975859046788,"ar"
"1405",5,1,1,1,5,1,3,1,917,0.000314431766592191,"ar"
"1406",5,1,1,1,5,1,3,2,1036,0.000355235888974383,"ar"
"1407",5,1,1,1,5,1,4,1,621,0.000212935798313795,"ar"
"1408",5,1,1,1,5,1,4,2,755,0.000258883297466853,"ar"
"1409",5,1,1,1,5,1,5,1,984,0.000337405516168719,"ar"
"1410",5,1,1,1,5,1,5,2,866,0.000296944285571251,"ar"
"1411",5,1,1,1,5,2,1,1,17542,0.00601500768763381,"ar"
"1412",5,1,1,1,5,2,1,2,23572,0.00808264514952139,"ar"
"1413",5,1,1,1,5,2,2,1,1374,0.000471133312211199,"ar"
"1414",5,1,1,1,5,2,2,2,1260,0.000432043648752628,"ar"
"1415",5,1,1,1,5,2,3,1,185,6.3434980173997e-05,"ar"
"1416",5,1,1,1,5,2,3,2,317,0.000108696695757606,"ar"
"1417",5,1,1,1,5,2,4,1,224,7.6807759778245e-05,"ar"
"1418",5,1,1,1,5,2,4,2,412,0.000141271415306415,"ar"
"1419",5,1,1,1,5,2,5,1,220,7.54361926393478e-05,"ar"
"1420",5,1,1,1,5,2,5,2,346,0.000118640557514611,"ar"
"1421",5,1,1,1,6,1,1,1,32335,0.0110874058590605,"ar"
"1422",5,1,1,1,6,1,1,2,27827,0.00954164969352332,"ar"
"1423",5,1,1,1,6,1,2,1,1810,0.000620634130350998,"ar"
"1424",5,1,1,1,6,1,2,2,2707,0.000928208061248702,"ar"
"1425",5,1,1,1,6,1,3,1,672,0.000230423279334735,"ar"
"1426",5,1,1,1,6,1,3,2,569,0.000195105425508131,"ar"
"1427",5,1,1,1,6,1,4,1,793,0.000271913185286376,"ar"
"1428",5,1,1,1,6,1,4,2,457,0.000156701545619009,"ar"
"1429",5,1,1,1,6,1,5,1,428,0.000146757683862004,"ar"
"1430",5,1,1,1,6,1,5,2,451,0.000154644194910663,"ar"
"1431",5,1,1,1,6,2,1,1,11016,0.00377729590052298,"ar"
"1432",5,1,1,1,6,2,1,2,10653,0.00365282618266805,"ar"
"1433",5,1,1,1,6,2,2,1,525,0.000180018186980262,"ar"
"1434",5,1,1,1,6,2,2,2,425,0.000145729008507831,"ar"
"1435",5,1,1,1,6,2,3,1,169,5.79487116184081e-05,"ar"
"1436",5,1,1,1,6,2,3,2,118,4.04612305974684e-05,"ar"
"1437",5,1,1,1,6,2,4,1,21,7.20072747921047e-06,"ar"
"1438",5,1,1,1,6,2,4,2,148,5.07479841391976e-05,"ar"
"1439",5,1,1,1,6,2,5,1,141,4.83477416461274e-05,"ar"
"1440",5,1,1,1,6,2,5,2,204,6.99499240837589e-05,"ar"
"1441",5,1,1,2,1,1,1,1,23255,0.00797394845376379,"ar"
"1442",5,1,1,2,1,1,1,2,17719,0.00607569953353002,"ar"
"1443",5,1,1,2,1,1,2,1,5944,0.00203814876840129,"ar"
"1444",5,1,1,2,1,1,2,2,7206,0.00247087820072336,"ar"
"1445",5,1,1,2,1,1,3,1,2316,0.000794137373421498,"ar"
"1446",5,1,1,2,1,1,3,2,1896,0.000650122823837288,"ar"
"1447",5,1,1,2,1,1,4,1,218,7.47504090698992e-05,"ar"
"1448",5,1,1,2,1,1,4,2,237,8.1265352979661e-05,"ar"
"1449",5,1,1,2,1,1,5,1,1097,0.000376152287842566,"ar"
"1450",5,1,1,2,1,1,5,2,935,0.000320603818717228,"ar"
"1451",5,1,1,2,1,2,1,1,271725,0.0931722702042126,"ar"
"1452",5,1,1,2,1,2,1,2,271838,0.0932110169758865,"ar"
"1453",5,1,1,2,1,2,2,1,86348,0.0296080198273746,"ar"
"1454",5,1,1,2,1,2,2,2,85979,0.0294814927588113,"ar"
"1455",5,1,1,2,1,2,3,1,35914,0.0123146155565888,"ar"
"1456",5,1,1,2,1,2,3,2,33697,0.011554424469855,"ar"
"1457",5,1,1,2,1,2,4,1,3434,0.00117749038874327,"ar"
"1458",5,1,1,2,1,2,4,2,3955,0.00135613700858464,"ar"
"1459",5,1,1,2,1,2,5,1,14870,0.00509880083885046,"ar"
"1460",5,1,1,2,1,2,5,2,15351,0.00526373178730285,"ar"
"1461",5,1,1,2,2,1,1,1,69618,0.0238714402689369,"ar"
"1462",5,1,1,2,2,1,1,2,56889,0.0195067707411812,"ar"
"1463",5,1,1,2,2,1,2,1,18260,0.00626120398906587,"ar"
"1464",5,1,1,2,2,1,2,2,18520,0.00635035585309419,"ar"
"1465",5,1,1,2,2,1,3,1,4258,0.0014600332193561,"ar"
"1466",5,1,1,2,2,1,3,2,1736,0.000595260138281399,"ar"
"1467",5,1,1,2,2,1,4,1,442,0.000151558168848144,"ar"
"1468",5,1,1,2,2,1,4,2,614,0.000210535555820725,"ar"
"1469",5,1,1,2,2,1,5,1,1681,0.000576401090121562,"ar"
"1470",5,1,1,2,2,1,5,2,1857,0.00063675004423304,"ar"
"1471",5,1,1,2,2,2,1,1,55771,0.0191234177258594,"ar"
"1472",5,1,1,2,2,2,1,2,75742,0.0259713095585885,"ar"
"1473",5,1,1,2,2,2,2,1,21554,0.00739068952794774,"ar"
"1474",5,1,1,2,2,2,2,2,20881,0.00715992335682828,"ar"
"1475",5,1,1,2,2,2,3,1,1426,0.000488963685016863,"ar"
"1476",5,1,1,2,2,2,3,2,1843,0.0006319495592469,"ar"
"1477",5,1,1,2,2,2,4,1,279,9.5666807938082e-05,"ar"
"1478",5,1,1,2,2,2,4,2,444,0.000152243952417593,"ar"
"1479",5,1,1,2,2,2,5,1,1637,0.000561313851593692,"ar"
"1480",5,1,1,2,2,2,5,2,1778,0.00060966159323982,"ar"
"1481",5,1,1,2,3,1,1,1,50968,0.0174765084838285,"ar"
"1482",5,1,1,2,3,1,1,2,56997,0.0195438030539314,"ar"
"1483",5,1,1,2,3,1,2,1,11064,0.00379375470618975,"ar"
"1484",5,1,1,2,3,1,2,2,22514,0.00771986564128307,"ar"
"1485",5,1,1,2,3,1,3,1,1927,0.000660752469163742,"ar"
"1486",5,1,1,2,3,1,3,2,2161,0.00074098914678923,"ar"
"1487",5,1,1,2,3,1,4,1,650,0.0002228796600708,"ar"
"1488",5,1,1,2,3,1,4,2,835,0.000286314640244797,"ar"
"1489",5,1,1,2,3,1,5,1,1165,0.000399468929203819,"ar"
"1490",5,1,1,2,3,1,5,2,1942,0.000665895845934606,"ar"
"1491",5,1,1,2,3,2,1,1,34160,0.0117131833661824,"ar"
"1492",5,1,1,2,3,2,1,2,48846,0.0167488921166436,"ar"
"1493",5,1,1,2,3,2,2,1,10322,0.00353932900192431,"ar"
"1494",5,1,1,2,3,2,2,2,13720,0.00470447528641751,"ar"
"1495",5,1,1,2,3,2,3,1,1027,0.000352149862911864,"ar"
"1496",5,1,1,2,3,2,3,2,1222,0.000419013760933105,"ar"
"1497",5,1,1,2,3,2,4,1,714,0.000244824734293156,"ar"
"1498",5,1,1,2,3,2,4,2,321,0.000110068262896503,"ar"
"1499",5,1,1,2,3,2,5,1,1524,0.000522567079919846,"ar"
"1500",5,1,1,2,3,2,5,2,1731,0.000593545679357777,"ar"
"1501",5,1,1,2,4,1,1,1,8806,0.00301950505628226,"ar"
"1502",5,1,1,2,4,1,1,2,16573,0.00568274554823596,"ar"
"1503",5,1,1,2,4,1,2,1,2113,0.000724530341122463,"ar"
"1504",5,1,1,2,4,1,2,2,5710,0.0019579120907758,"ar"
"1505",5,1,1,2,4,1,3,1,225,7.71506515629693e-05,"ar"
"1506",5,1,1,2,4,1,3,2,409,0.000140242739952242,"ar"
"1507",5,1,1,2,4,1,4,1,96,3.29176113335336e-05,"ar"
"1508",5,1,1,2,4,1,4,2,135,4.62903909377816e-05,"ar"
"1509",5,1,1,2,4,1,5,1,237,8.1265352979661e-05,"ar"
"1510",5,1,1,2,4,1,5,2,416,0.000142642982445312,"ar"
"1511",5,1,1,2,4,2,1,1,4421,0.00151592458026617,"ar"
"1512",5,1,1,2,4,2,1,2,7640,0.00261969323529371,"ar"
"1513",5,1,1,2,4,2,2,1,933,0.00031991803514778,"ar"
"1514",5,1,1,2,4,2,2,2,1626,0.000557542041961725,"ar"
"1515",5,1,1,2,4,2,3,1,65,2.228796600708e-05,"ar"
"1516",5,1,1,2,4,2,3,2,261,8.94947558130444e-05,"ar"
"1517",5,1,1,2,4,2,4,1,24,8.2294028333834e-06,"ar"
"1518",5,1,1,2,4,2,5,1,252,8.64087297505256e-05,"ar"
"1519",5,1,1,2,4,2,5,2,315,0.000108010912188157,"ar"
"1520",5,1,1,2,5,1,1,1,23017,0.0078923402089994,"ar"
"1521",5,1,1,2,5,1,1,2,25220,0.00864773081074705,"ar"
"1522",5,1,1,2,5,1,2,1,3018,0.00103484740629796,"ar"
"1523",5,1,1,2,5,1,2,2,7948,0.0027253039049888,"ar"
"1524",5,1,1,2,5,1,3,1,580,0.000198877235140099,"ar"
"1525",5,1,1,2,5,1,3,2,419,0.000143671657799485,"ar"
"1526",5,1,1,2,5,1,4,1,131,4.49188237988844e-05,"ar"
"1527",5,1,1,2,5,1,4,2,256,8.77802968894229e-05,"ar"
"1528",5,1,1,2,5,1,5,1,455,0.00015601576204956,"ar"
"1529",5,1,1,2,5,1,5,2,861,0.000295229826647629,"ar"
"1530",5,1,1,2,5,2,1,1,8394,0.00287823364097584,"ar"
"1531",5,1,1,2,5,2,1,2,12453,0.00427003139517181,"ar"
"1532",5,1,1,2,5,2,2,1,1093,0.000374780720703669,"ar"
"1533",5,1,1,2,5,2,2,2,1801,0.000617548104288479,"ar"
"1534",5,1,1,2,5,2,3,1,211,7.2350166576829e-05,"ar"
"1535",5,1,1,2,5,2,3,2,174,5.96631705420296e-05,"ar"
"1536",5,1,1,2,5,2,4,1,136,4.66332827225059e-05,"ar"
"1537",5,1,1,2,5,2,4,2,24,8.2294028333834e-06,"ar"
"1538",5,1,1,2,5,2,5,1,171,5.86344951878567e-05,"ar"
"1539",5,1,1,2,5,2,5,2,471,0.000161502030605149,"ar"
"1540",5,1,1,2,6,1,1,1,6800,0.0023316641361253,"ar"
"1541",5,1,1,2,6,1,1,2,11516,0.00394874179288513,"ar"
"1542",5,1,1,2,6,1,2,1,1306,0.000447816670849946,"ar"
"1543",5,1,1,2,6,1,2,2,2988,0.00102456065275623,"ar"
"1544",5,1,1,2,6,1,3,1,161,5.52055773406136e-05,"ar"
"1545",5,1,1,2,6,1,3,2,318,0.00010903958754233,"ar"
"1546",5,1,1,2,6,1,4,1,59,2.02306152987342e-05,"ar"
"1547",5,1,1,2,6,1,4,2,228,7.81793269171423e-05,"ar"
"1548",5,1,1,2,6,1,5,1,296,0.000101495968278395,"ar"
"1549",5,1,1,2,6,1,5,2,253,8.675162153525e-05,"ar"
"1550",5,1,1,2,6,2,1,1,3314,0.00113634337457636,"ar"
"1551",5,1,1,2,6,2,1,2,5829,0.00199871621315799,"ar"
"1552",5,1,1,2,6,2,2,1,272,9.32665654450118e-05,"ar"
"1553",5,1,1,2,6,2,2,2,745,0.00025545437961961,"ar"
"1554",5,1,1,2,6,2,3,1,48,1.64588056667668e-05,"ar"
"1555",5,1,1,2,6,2,3,2,30,1.02867535417292e-05,"ar"
"1556",5,1,1,2,6,2,4,1,62,2.12592906529071e-05,"ar"
"1557",5,1,1,2,6,2,4,2,51,1.74874810209397e-05,"ar"
"1558",5,1,1,2,6,2,5,1,123,4.21756895210899e-05,"ar"
"1559",5,1,1,2,6,2,5,2,93,3.18889359793607e-05,"ar"
"1560",5,1,2,1,1,1,1,1,100,3.42891784724308e-05,"ar"
"1561",5,1,2,1,1,1,1,2,154,5.28053348475435e-05,"ar"
"1562",5,1,2,1,1,1,3,1,11314,0.00387947765237082,"ar"
"1563",5,1,2,1,1,1,3,2,4295,0.0014727202153909,"ar"
"1564",5,1,2,1,1,1,4,1,143,4.90335252155761e-05,"ar"
"1565",5,1,2,1,1,1,4,2,330,0.000113154288959022,"ar"
"1566",5,1,2,1,1,1,5,1,109,3.73752045349496e-05,"ar"
"1567",5,1,2,1,1,1,5,2,29,9.94386175700494e-06,"ar"
"1568",5,1,2,1,1,2,1,1,36,1.23441042500751e-05,"ar"
"1569",5,1,2,1,1,2,1,2,131,4.49188237988844e-05,"ar"
"1570",5,1,2,1,1,2,2,1,7,2.40024249307016e-06,"ar"
"1571",5,1,2,1,1,2,2,2,16,5.48626855558893e-06,"ar"
"1572",5,1,2,1,1,2,3,1,1222,0.000419013760933105,"ar"
"1573",5,1,2,1,1,2,3,2,5343,0.00183207080578198,"ar"
"1574",5,1,2,1,1,2,4,1,37,1.26869960347994e-05,"ar"
"1575",5,1,2,1,1,2,4,2,264,9.05234311672174e-05,"ar"
"1576",5,1,2,1,1,2,5,2,19,6.51494390976185e-06,"ar"
"1577",5,1,2,1,2,1,1,1,353,0.000121040800007681,"ar"
"1578",5,1,2,1,2,1,1,2,220,7.54361926393478e-05,"ar"
"1579",5,1,2,1,2,1,2,2,73,2.50311002848745e-05,"ar"
"1580",5,1,2,1,2,1,3,1,3327,0.00114080096777777,"ar"
"1581",5,1,2,1,2,1,3,2,1659,0.000568857470857627,"ar"
"1582",5,1,2,1,2,1,4,1,271,9.29236736602875e-05,"ar"
"1583",5,1,2,1,2,1,4,2,177,6.06918458962025e-05,"ar"
"1584",5,1,2,1,2,1,5,1,248,8.50371626116284e-05,"ar"
"1585",5,1,2,1,2,1,5,2,139,4.76619580766788e-05,"ar"
"1586",5,1,2,1,2,2,1,1,98,3.36033949029822e-05,"ar"
"1587",5,1,2,1,2,2,1,2,524,0.000179675295195537,"ar"
"1588",5,1,2,1,2,2,3,1,364,0.000124812609639648,"ar"
"1589",5,1,2,1,2,2,3,2,1901,0.00065183728276091,"ar"
"1590",5,1,2,1,2,2,4,1,38,1.30298878195237e-05,"ar"
"1591",5,1,2,1,2,2,4,2,447,0.000153272627771766,"ar"
"1592",5,1,2,1,2,2,5,1,34,1.16583206806265e-05,"ar"
"1593",5,1,2,1,2,2,5,2,252,8.64087297505256e-05,"ar"
