"","ST","age","citizen","marital","education","employment","race","sex","n","weighted_share_of_state","state"
"9417",25,1,2,2,3,2,2,2,1768,0.000269487752254178,"ma"
"9418",25,1,2,2,3,2,3,1,1629,0.000248300649559987,"ma"
"9419",25,1,2,2,3,2,3,2,1383,0.000210804050547245,"ma"
"9420",25,1,2,2,3,2,4,1,2485,0.00037877662010839,"ma"
"9421",25,1,2,2,3,2,4,2,2714,0.000413681990734072,"ma"
"9422",25,1,2,2,3,2,5,1,447,6.81340640597385e-05,"ma"
"9423",25,1,2,2,3,2,5,2,367,5.59400481206354e-05,"ma"
"9424",25,1,2,2,4,1,1,1,590,8.99308675508852e-05,"ma"
"9425",25,1,2,2,4,1,1,2,707,0.000107764615861824,"ma"
"9426",25,1,2,2,4,1,2,1,1088,0.000165838616771802,"ma"
"9427",25,1,2,2,4,1,2,2,578,8.81017651600198e-05,"ma"
"9428",25,1,2,2,4,1,3,1,522,7.95659540026476e-05,"ma"
"9429",25,1,2,2,4,1,3,2,639,9.73997023135859e-05,"ma"
"9430",25,1,2,2,4,1,4,1,153,2.33210554835346e-05,"ma"
"9431",25,1,2,2,4,1,4,2,236,3.59723470203541e-05,"ma"
"9432",25,1,2,2,4,1,5,1,61,9.2979371535661e-06,"ma"
"9433",25,1,2,2,4,1,5,2,233,3.55150714226377e-05,"ma"
"9434",25,1,2,2,4,2,1,1,105,1.60046459200728e-05,"ma"
"9435",25,1,2,2,4,2,1,2,367,5.59400481206354e-05,"ma"
"9436",25,1,2,2,4,2,2,1,164,2.49977326751613e-05,"ma"
"9437",25,1,2,2,4,2,2,2,219,3.33811186332947e-05,"ma"
"9438",25,1,2,2,4,2,3,1,145,2.21016538896243e-05,"ma"
"9439",25,1,2,2,4,2,3,2,106,1.61570711193116e-05,"ma"
"9440",25,1,2,2,4,2,4,2,287,4.37460321815323e-05,"ma"
"9441",25,1,2,2,4,2,5,1,24,3.65820478173093e-06,"ma"
"9442",25,1,2,2,5,1,1,1,3283,0.000500411929100943,"ma"
"9443",25,1,2,2,5,1,1,2,3130,0.000477090873617408,"ma"
"9444",25,1,2,2,5,1,2,1,1477,0.000225132019275691,"ma"
"9445",25,1,2,2,5,1,2,2,1007,0.00015349217563346,"ma"
"9446",25,1,2,2,5,1,3,1,1745,0.000265981972671686,"ma"
"9447",25,1,2,2,5,1,3,2,1700,0.000259122838705941,"ma"
"9448",25,1,2,2,5,1,4,1,2552,0.000388989108457388,"ma"
"9449",25,1,2,2,5,1,4,2,2627,0.000400420998400298,"ma"
"9450",25,1,2,2,5,1,5,1,473,7.2097119239947e-05,"ma"
"9451",25,1,2,2,5,1,5,2,342,5.21294181396657e-05,"ma"
"9452",25,1,2,2,5,2,1,1,1317,0.000200743987397485,"ma"
"9453",25,1,2,2,5,2,1,2,1644,0.000250587027548568,"ma"
"9454",25,1,2,2,5,2,2,1,458,6.98107412513652e-05,"ma"
"9455",25,1,2,2,5,2,2,2,442,6.73719380635445e-05,"ma"
"9456",25,1,2,2,5,2,3,1,622,9.48084739265265e-05,"ma"
"9457",25,1,2,2,5,2,3,2,402,6.1274930093993e-05,"ma"
"9458",25,1,2,2,5,2,4,1,1687,0.000257141311115836,"ma"
"9459",25,1,2,2,5,2,4,2,1806,0.000275279909825252,"ma"
"9460",25,1,2,2,5,2,5,1,144,2.19492286903856e-05,"ma"
"9461",25,1,2,2,5,2,5,2,63,9.60278755204368e-06,"ma"
"9462",25,1,2,2,6,1,1,1,4013,0.000611682324545259,"ma"
"9463",25,1,2,2,6,1,1,2,3083,0.000469926889253185,"ma"
"9464",25,1,2,2,6,1,2,1,570,8.68823635661095e-05,"ma"
"9465",25,1,2,2,6,1,2,2,682,0.000103953985880854,"ma"
"9466",25,1,2,2,6,1,3,1,867,0.00013215264774003,"ma"
"9467",25,1,2,2,6,1,3,2,715,0.000108984017455734,"ma"
"9468",25,1,2,2,6,1,4,1,4179,0.000636984907618897,"ma"
"9469",25,1,2,2,6,1,4,2,2515,0.000383349376085553,"ma"
"9470",25,1,2,2,6,1,5,1,321,4.89284889556511e-05,"ma"
"9471",25,1,2,2,6,1,5,2,256,3.90208510051299e-05,"ma"
"9472",25,1,2,2,6,2,1,1,1022,0.000155778553622042,"ma"
"9473",25,1,2,2,6,2,1,2,1059,0.000161418285993877,"ma"
"9474",25,1,2,2,6,2,2,1,172,2.62171342690716e-05,"ma"
"9475",25,1,2,2,6,2,2,2,290,4.42033077792487e-05,"ma"
"9476",25,1,2,2,6,2,3,1,144,2.19492286903856e-05,"ma"
"9477",25,1,2,2,6,2,3,2,232,3.53626462233989e-05,"ma"
"9478",25,1,2,2,6,2,4,1,854,0.000130171120149925,"ma"
"9479",25,1,2,2,6,2,4,2,1047,0.000159589183603012,"ma"
"9480",25,1,2,2,6,2,5,1,109,1.6614346717028e-05,"ma"
"9481",25,1,2,2,6,2,5,2,52,7.926110360417e-06,"ma"
"9482",26,1,1,1,1,1,1,1,48834,0.00493409087602392,"mi"
"9483",26,1,1,1,1,1,1,2,24394,0.0024647215634543,"mi"
"9484",26,1,1,1,1,1,2,1,4502,0.000454873185155009,"mi"
"9485",26,1,1,1,1,1,2,2,2472,0.000249765995935847,"mi"
"9486",26,1,1,1,1,1,3,1,5524,0.000558134045934311,"mi"
"9487",26,1,1,1,1,1,3,2,3055,0.000308671164071202,"mi"
"9488",26,1,1,1,1,1,4,1,1878,0.000189749409533786,"mi"
"9489",26,1,1,1,1,1,4,2,1585,0.00016014526842974,"mi"
"9490",26,1,1,1,1,1,5,1,1280,0.000129328671034743,"mi"
"9491",26,1,1,1,1,1,5,2,705,7.12318070933543e-05,"mi"
"9492",26,1,1,1,1,2,1,1,84472,0.00853488398409904,"mi"
"9493",26,1,1,1,1,2,1,2,73563,0.0074326601776006,"mi"
"9494",26,1,1,1,1,2,2,1,14669,0.001482126777663,"mi"
"9495",26,1,1,1,1,2,2,2,8865,0.000895702084939838,"mi"
"9496",26,1,1,1,1,2,3,1,4252,0.000429613679093535,"mi"
"9497",26,1,1,1,1,2,3,2,4537,0.000458409516003615,"mi"
"9498",26,1,1,1,1,2,4,1,1233,0.000124579883895186,"mi"
"9499",26,1,1,1,1,2,4,2,2043,0.000206420683534359,"mi"
"9500",26,1,1,1,1,2,5,1,2027,0.000204804075146424,"mi"
"9501",26,1,1,1,1,2,5,2,1626,0.000164287827423821,"mi"
"9502",26,1,1,1,2,1,1,1,273493,0.0276331923650819,"mi"
"9503",26,1,1,1,2,1,1,2,226194,0.0228541948562754,"mi"
"9504",26,1,1,1,2,1,2,1,19762,0.00199671343514733,"mi"
"9505",26,1,1,1,2,1,2,2,14471,0.00146212124886231,"mi"
"9506",26,1,1,1,2,1,3,1,8368,0.000845486186889629,"mi"
"9507",26,1,1,1,2,1,3,2,6125,0.000618857898506092,"mi"
"9508",26,1,1,1,2,1,4,1,2025,0.000204601999097933,"mi"
"9509",26,1,1,1,2,1,4,2,2174,0.000219656664710571,"mi"
"9510",26,1,1,1,2,1,5,1,4203,0.000424662815905487,"mi"
"9511",26,1,1,1,2,1,5,2,3113,0.000314531369477464,"mi"
"9512",26,1,1,1,2,2,1,1,198644,0.0200705972883011,"mi"
"9513",26,1,1,1,2,2,1,2,280877,0.0283792571361136,"mi"
"9514",26,1,1,1,2,2,2,1,23624,0.00238692228478497,"mi"
"9515",26,1,1,1,2,2,2,2,18730,0.00189244219412557,"mi"
"9516",26,1,1,1,2,2,3,1,3904,0.000394452446655965,"mi"
"9517",26,1,1,1,2,2,3,2,5997,0.000605925031402618,"mi"
"9518",26,1,1,1,2,2,4,1,1127,0.000113869853325121,"mi"
"9519",26,1,1,1,2,2,4,2,2228,0.000225112718019849,"mi"
"9520",26,1,1,1,2,2,5,1,3355,0.00033898257134497,"mi"
"9521",26,1,1,1,2,2,5,2,3667,0.000370506434909688,"mi"
"9522",26,1,1,1,3,1,1,1,274012,0.0276856310996655,"mi"
"9523",26,1,1,1,3,1,1,2,220776,0.0223067708409112,"mi"
"9524",26,1,1,1,3,1,2,1,24238,0.00244895963167194,"mi"
"9525",26,1,1,1,3,1,2,2,22351,0.00225830087991995,"mi"
"9526",26,1,1,1,3,1,3,1,7124,0.000719794884727739,"mi"
"9527",26,1,1,1,3,1,3,2,7129,0.000720300074848968,"mi"
"9528",26,1,1,1,3,1,4,1,2593,0.0002619915968696,"mi"
"9529",26,1,1,1,3,1,4,2,2651,0.000267851802275861,"mi"
"9530",26,1,1,1,3,1,5,1,4765,0.000481446185531678,"mi"
"9531",26,1,1,1,3,1,5,2,4364,0.000440929937809075,"mi"
"9532",26,1,1,1,3,2,1,1,134235,0.0135628391846474,"mi"
"9533",26,1,1,1,3,2,1,2,165100,0.0166813778029969,"mi"
"9534",26,1,1,1,3,2,2,1,15950,0.00161155648672199,"mi"
"9535",26,1,1,1,3,2,2,2,15285,0.00154436620059847,"mi"
"9536",26,1,1,1,3,2,3,1,2549,0.00025754592380278,"mi"
"9537",26,1,1,1,3,2,3,2,4112,0.00041546835569911,"mi"
"9538",26,1,1,1,3,2,4,1,896,9.05300697243198e-05,"mi"
"9539",26,1,1,1,3,2,4,2,1666,0.000168329348393657,"mi"
"9540",26,1,1,1,3,2,5,1,2122,0.000214402687449784,"mi"
"9541",26,1,1,1,3,2,5,2,3434,0.000346964575260395,"mi"
"9542",26,1,1,1,4,1,1,1,96525,0.00975269529033478,"mi"
"9543",26,1,1,1,4,1,1,2,123218,0.0124497032715304,"mi"
"9544",26,1,1,1,4,1,2,1,5666,0.000572481445377228,"mi"
"9545",26,1,1,1,4,1,2,2,7155,0.000722927063479362,"mi"
"9546",26,1,1,1,4,1,3,1,1620,0.000163681599278346,"mi"
"9547",26,1,1,1,4,1,3,2,2649,0.000267649726227369,"mi"
"9548",26,1,1,1,4,1,4,1,1235,0.000124781959943677,"mi"
"9549",26,1,1,1,4,1,4,2,970,9.80068835185158e-05,"mi"
"9550",26,1,1,1,4,1,5,1,1532,0.000154790253144707,"mi"
"9551",26,1,1,1,4,1,5,2,1850,0.000186920344854901,"mi"
"9552",26,1,1,1,4,2,1,1,33707,0.0034056886832563,"mi"
"9553",26,1,1,1,4,2,1,2,52497,0.00530419315883662,"mi"
"9554",26,1,1,1,4,2,2,1,3714,0.000375255222049245,"mi"
"9555",26,1,1,1,4,2,2,2,4902,0.000495288394853366,"mi"
"9556",26,1,1,1,4,2,3,1,788,7.96179631057634e-05,"mi"
"9557",26,1,1,1,4,2,3,2,1333,0.000134683686319775,"mi"
"9558",26,1,1,1,4,2,4,1,339,3.42518902193576e-05,"mi"
"9559",26,1,1,1,4,2,4,2,837,8.45688262938121e-05,"mi"
"9560",26,1,1,1,4,2,5,1,649,6.55736777355843e-05,"mi"
"9561",26,1,1,1,4,2,5,2,1102,0.000111343902718974,"mi"
"9562",26,1,1,1,5,1,1,1,234843,0.0237280727279782,"mi"
"9563",26,1,1,1,5,1,1,2,201989,0.0204085694794036,"mi"
"9564",26,1,1,1,5,1,2,1,10794,0.00109060443371016,"mi"
"9565",26,1,1,1,5,1,2,2,12926,0.00130601750140241,"mi"
"9566",26,1,1,1,5,1,3,1,4277,0.000432139629699683,"mi"
"9567",26,1,1,1,5,1,3,2,4286,0.000433048971917896,"mi"
"9568",26,1,1,1,5,1,4,1,4815,0.000486498086743973,"mi"
"9569",26,1,1,1,5,1,4,2,6910,0.000698172747539118,"mi"
"9570",26,1,1,1,5,1,5,1,3004,0.000303518224834661,"mi"
"9571",26,1,1,1,5,1,5,2,2957,0.000298769437695104,"mi"
"9572",26,1,1,1,5,2,1,1,69762,0.00704861464744196,"mi"
"9573",26,1,1,1,5,2,1,2,101451,0.0102504085977701,"mi"
"9574",26,1,1,1,5,2,2,1,4529,0.000457601211809648,"mi"
"9575",26,1,1,1,5,2,2,2,4757,0.000480637881337711,"mi"
"9576",26,1,1,1,5,2,3,1,886,8.95196894818608e-05,"mi"
"9577",26,1,1,1,5,2,3,2,1775,0.000179342493036459,"mi"
"9578",26,1,1,1,5,2,4,1,1763,0.000178130036745509,"mi"
"9579",26,1,1,1,5,2,4,2,3861,0.000390107811613391,"mi"
"9580",26,1,1,1,5,2,5,1,657,6.63819819295514e-05,"mi"
"9581",26,1,1,1,5,2,5,2,1062,0.000107302381749138,"mi"
"9582",26,1,1,1,6,1,1,1,152703,0.0154288094164205,"mi"
"9583",26,1,1,1,6,1,1,2,124815,0.0126110609962511,"mi"
"9584",26,1,1,1,6,1,2,1,7961,0.000804363711021551,"mi"
"9585",26,1,1,1,6,1,2,2,10032,0.00101361345923479,"mi"
"9586",26,1,1,1,6,1,3,1,3138,0.000317057320083611,"mi"
"9587",26,1,1,1,6,1,3,2,2687,0.000271489171148713,"mi"
"9588",26,1,1,1,6,1,4,1,12412,0.00125408395694002,"mi"
"9589",26,1,1,1,6,1,4,2,7054,0.000712722223030526,"mi"
"9590",26,1,1,1,6,1,5,1,2164,0.000218646284468112,"mi"
"9591",26,1,1,1,6,1,5,2,1780,0.000179847683157689,"mi"
"9592",26,1,1,1,6,2,1,1,53476,0.00540310938457335,"mi"
"9593",26,1,1,1,6,2,1,2,47851,0.00483477049819021,"mi"
"9594",26,1,1,1,6,2,2,1,2548,0.000257444885778534,"mi"
"9595",26,1,1,1,6,2,2,2,3413,0.000344842776751231,"mi"
"9596",26,1,1,1,6,2,3,1,520,5.25397726078642e-05,"mi"
"9597",26,1,1,1,6,2,3,2,691,6.98172747539118e-05,"mi"
"9598",26,1,1,1,6,2,4,1,1594,0.000161054610647953,"mi"
"9599",26,1,1,1,6,2,4,2,2222,0.000224506489874373,"mi"
"9600",26,1,1,1,6,2,5,1,597,6.03197004747979e-05,"mi"
"9601",26,1,1,1,6,2,5,2,532,5.37522288988149e-05,"mi"
"9602",26,1,1,2,1,1,1,1,64772,0.00654443490645496,"mi"
"9603",26,1,1,2,1,1,1,2,51803,0.00523407277000997,"mi"
"9604",26,1,1,2,1,1,2,1,13323,0.00134612959702803,"mi"
"9605",26,1,1,2,1,1,2,2,16407,0.00165773086380236,"mi"
"9606",26,1,1,2,1,1,3,1,5422,0.00054782816746123,"mi"
"9607",26,1,1,2,1,1,3,2,5789,0.000584909122359472,"mi"
"9608",26,1,1,2,1,1,4,1,913,9.22477161364999e-05,"mi"
"9609",26,1,1,2,1,1,4,2,1182,0.000119426944658645,"mi"
"9610",26,1,1,2,1,1,5,1,2646,0.000267346612154632,"mi"
"9611",26,1,1,2,1,1,5,2,2557,0.000258354227996747,"mi"
"9612",26,1,1,2,1,2,1,1,906827,0.0916240084128301,"mi"
"9613",26,1,1,2,1,2,1,2,883466,0.0892636591284218,"mi"
"9614",26,1,1,2,1,2,2,1,253562,0.025619403503837,"mi"
"9615",26,1,1,2,1,2,2,2,239359,0.0241843604454726,"mi"
"9616",26,1,1,2,1,2,3,1,89328,0.00902552462983709,"mi"
"9617",26,1,1,2,1,2,3,2,87249,0.00881546657742988,"mi"
"9618",26,1,1,2,1,2,4,1,25178,0.00254393537446308,"mi"
"9619",26,1,1,2,1,2,4,2,27242,0.00275247785650661,"mi"
"9620",26,1,1,2,1,2,5,1,64272,0.00649391589433201,"mi"
"9621",26,1,1,2,1,2,5,2,61660,0.00623000457500174,"mi"
"9622",26,1,1,2,2,1,1,1,214887,0.0217117579161271,"mi"
"9623",26,1,1,2,2,1,1,2,179642,0.0181506727515806,"mi"
"9624",26,1,1,2,2,1,2,1,43229,0.00436777275012569,"mi"
"9625",26,1,1,2,2,1,2,2,45853,0.00463289652574691,"mi"
"9626",26,1,1,2,2,1,3,1,10982,0.00110959958226839,"mi"
"9627",26,1,1,2,2,1,3,2,7150,0.000722421873358132,"mi"
"9628",26,1,1,2,2,1,4,1,1351,0.000136502370756201,"mi"
"9629",26,1,1,2,2,1,4,2,1291,0.000130440089301447,"mi"
"9630",26,1,1,2,2,1,5,1,6251,0.000631588689561075,"mi"
"9631",26,1,1,2,2,1,5,2,5188,0.000524185269787691,"mi"
"9632",26,1,1,2,2,2,1,1,203015,0.0205122344922799,"mi"
"9633",26,1,1,2,2,2,1,2,260404,0.0263107056657274,"mi"
"9634",26,1,1,2,2,2,2,1,79684,0.00805111392400971,"mi"
"9635",26,1,1,2,2,2,2,2,71421,0.0072162367296659,"mi"
"9636",26,1,1,2,2,2,3,1,7774,0.000785469600487569,"mi"
"9637",26,1,1,2,2,2,3,2,7785,0.000786581018754274,"mi"
"9638",26,1,1,2,2,2,4,1,1335,0.000134885762368267,"mi"
"9639",26,1,1,2,2,2,4,2,1953,0.000197327261352228,"mi"
"9640",26,1,1,2,2,2,5,1,8691,0.000878121468721053,"mi"
"9641",26,1,1,2,2,2,5,2,5767,0.000582686285826063,"mi"
"9642",26,1,1,2,3,1,1,1,216543,0.0218790768842783,"mi"
"9643",26,1,1,2,3,1,1,2,241265,0.0243769389196853,"mi"
"9644",26,1,1,2,3,1,2,1,36571,0.00369506158469654,"mi"
"9645",26,1,1,2,3,1,2,2,73387,0.00741487748533332,"mi"
"9646",26,1,1,2,3,1,3,1,9070,0.000916414879910246,"mi"
"9647",26,1,1,2,3,1,3,2,11228,0.00113445493623288,"mi"
"9648",26,1,1,2,3,1,4,1,3666,0.000370405396885442,"mi"
"9649",26,1,1,2,3,1,4,2,2759,0.000278763908894418,"mi"
"9650",26,1,1,2,3,1,5,1,7058,0.00071312637512751,"mi"
"9651",26,1,1,2,3,1,5,2,10077,0.00101816017032586,"mi"
"9652",26,1,1,2,3,2,1,1,144910,0.0146414200934723,"mi"
"9653",26,1,1,2,3,2,1,2,169700,0.017146152714528,"mi"
"9654",26,1,1,2,3,2,2,1,46909,0.00473959267935058,"mi"
"9655",26,1,1,2,3,2,2,2,64405,0.00650735395155671,"mi"
"9656",26,1,1,2,3,2,3,1,5942,0.000600367940069094,"mi"
"9657",26,1,1,2,3,2,3,2,6473,0.000654019130943663,"mi"
"9658",26,1,1,2,3,2,4,1,2984,0.000301497464349744,"mi"
"9659",26,1,1,2,3,2,4,2,2840,0.000286947988858335,"mi"
"9660",26,1,1,2,3,2,5,1,5892,0.000595316038856799,"mi"
"9661",26,1,1,2,3,2,5,2,7476,0.000755360269262293,"mi"
"9662",26,1,1,2,4,1,1,1,53109,0.00536602842967511,"mi"
"9663",26,1,1,2,4,1,1,2,75420,0.00762028778862522,"mi"
"9664",26,1,1,2,4,1,2,1,6054,0.000611684198784634,"mi"
"9665",26,1,1,2,4,1,2,2,16825,0.00169996475793714,"mi"
"9666",26,1,1,2,4,1,3,1,2282,0.000230568771329127,"mi"
"9667",26,1,1,2,4,1,3,2,2954,0.000298466323622367,"mi"
"9668",26,1,1,2,4,1,4,1,608,6.14311187415027e-05,"mi"
"9669",26,1,1,2,4,1,4,2,642,6.48664115658631e-05,"mi"
"9670",26,1,1,2,4,1,5,1,976,9.86131116639912e-05,"mi"
"9671",26,1,1,2,4,1,5,2,2414,0.000243905790529585,"mi"
"9672",26,1,1,2,4,2,1,1,23664,0.0023909638057548,"mi"
"9673",26,1,1,2,4,2,1,2,31051,0.00313733169085921,"mi"
"9674",26,1,1,2,4,2,2,1,5089,0.000514182505387347,"mi"
"9675",26,1,1,2,4,2,2,2,11484,0.00116032067043983,"mi"
"9676",26,1,1,2,4,2,3,1,653,6.59778298325679e-05,"mi"
"9677",26,1,1,2,4,2,3,2,799,8.07293813724682e-05,"mi"
"9678",26,1,1,2,4,2,4,1,235,2.37439356977848e-05,"mi"
"9679",26,1,1,2,4,2,4,2,465,4.69826812743401e-05,"mi"
"9680",26,1,1,2,4,2,5,1,1012,0.000102250480536843,"mi"
"9681",26,1,1,2,4,2,5,2,1540,0.000155598557338675,"mi"
"9682",26,1,1,2,5,1,1,1,104792,0.0105879766367756,"mi"
"9683",26,1,1,2,5,1,1,2,121358,0.012261772546433,"mi"
"9684",26,1,1,2,5,1,2,1,10224,0.00103301275989001,"mi"
"9685",26,1,1,2,5,1,2,2,24660,0.00249159767790371,"mi"
"9686",26,1,1,2,5,1,3,1,2900,0.000293010270313089,"mi"
"9687",26,1,1,2,5,1,3,2,3881,0.000392128572098309,"mi"
"9688",26,1,1,2,5,1,4,1,2202,0.000222485729389456,"mi"
"9689",26,1,1,2,5,1,4,2,2651,0.000267851802275861,"mi"
"9690",26,1,1,2,5,1,5,1,2092,0.000211371546722407,"mi"
"9691",26,1,1,2,5,1,5,2,3213,0.000324635171902053,"mi"
"9692",26,1,1,2,5,2,1,1,39257,0.00396644971782101,"mi"
"9693",26,1,1,2,5,2,1,2,48581,0.00490852825588971,"mi"
"9694",26,1,1,2,5,2,2,1,5841,0.000590163099620259,"mi"
"9695",26,1,1,2,5,2,2,2,11199,0.00113152483352975,"mi"
"9696",26,1,1,2,5,2,3,1,843,8.51750544392875e-05,"mi"
"9697",26,1,1,2,5,2,3,2,1055,0.000106595115579417,"mi"
"9698",26,1,1,2,5,2,4,1,1342,0.000135593028537988,"mi"
"9699",26,1,1,2,5,2,4,2,1801,0.000181969481666853,"mi"
"9700",26,1,1,2,5,2,5,1,708,7.1534921166092e-05,"mi"
"9701",26,1,1,2,5,2,5,2,1329,0.000134279534222791,"mi"
"9702",26,1,1,2,6,1,1,1,35895,0.00362675988030632,"mi"
"9703",26,1,1,2,6,1,1,2,54697,0.00552647681217759,"mi"
"9704",26,1,1,2,6,1,2,1,4121,0.000416377697917323,"mi"
"9705",26,1,1,2,6,1,2,2,12857,0.00129904587772944,"mi"
"9706",26,1,1,2,6,1,3,1,1124,0.000113566739252383,"mi"
"9707",26,1,1,2,6,1,3,2,1622,0.000163883675326838,"mi"
"9708",26,1,1,2,6,1,4,1,1614,0.000163075371132871,"mi"
"9709",26,1,1,2,6,1,4,2,1575,0.000159134888187281,"mi"
"9710",26,1,1,2,6,1,5,1,783,7.91127729845339e-05,"mi"
"9711",26,1,1,2,6,1,5,2,1290,0.000130339051277201,"mi"
"9712",26,1,1,2,6,2,1,1,17073,0.00172502218795012,"mi"
"9713",26,1,1,2,6,2,1,2,26566,0.00268417615211638,"mi"
"9714",26,1,1,2,6,2,2,1,2200,0.000222283653340964,"mi"
"9715",26,1,1,2,6,2,2,2,5125,0.0005178198742602,"mi"
"9716",26,1,1,2,6,2,3,1,517,5.22366585351265e-05,"mi"
"9717",26,1,1,2,6,2,3,2,275,2.77854566676205e-05,"mi"
"9718",26,1,1,2,6,2,4,1,490,4.95086318804874e-05,"mi"
"9719",26,1,1,2,6,2,4,2,547,5.52677992625033e-05,"mi"
"9720",26,1,1,2,6,2,5,1,407,4.11224758680783e-05,"mi"
"9721",26,1,1,2,6,2,5,2,769,7.76982406450914e-05,"mi"
"9722",26,1,2,1,1,1,1,1,1915,0.000193487816430884,"mi"
"9723",26,1,2,1,1,1,1,2,993,0.000100330758076171,"mi"
"9724",26,1,2,1,1,1,2,1,272,2.74823425948828e-05,"mi"
"9725",26,1,2,1,1,1,2,2,123,1.24276769822448e-05,"mi"
"9726",26,1,2,1,1,1,3,1,10666,0.00107767156660669,"mi"
"9727",26,1,2,1,1,1,3,2,4591,0.000463865569312893,"mi"
"9728",26,1,2,1,1,1,4,1,1258,0.000127105834501333,"mi"
"9729",26,1,2,1,1,1,4,2,1263,0.000127611024622562,"mi"
"9730",26,1,2,1,1,1,5,1,150,1.51557036368839e-05,"mi"
"9731",26,1,2,1,1,1,5,2,74,7.47681379419605e-06,"mi"
"9732",26,1,2,1,1,2,1,1,3245,0.000327868388677921,"mi"
"9733",26,1,2,1,1,2,1,2,6681,0.000675035039986809,"mi"
"9734",26,1,2,1,1,2,2,1,171,1.72775021460476e-05,"mi"
"9735",26,1,2,1,1,2,2,2,423,4.27390842560126e-05,"mi"
"9736",26,1,2,1,1,2,3,1,2566,0.00025926357021496,"mi"
"9737",26,1,2,1,1,2,3,2,6035,0.000609764476323962,"mi"
"9738",26,1,2,1,1,2,4,1,793,8.01231532269928e-05,"mi"
"9739",26,1,2,1,1,2,4,2,2349,0.000237338318953602,"mi"
"9740",26,1,2,1,1,2,5,1,162,1.63681599278346e-05,"mi"
"9741",26,1,2,1,1,2,5,2,467,4.71847573228318e-05,"mi"
"9742",26,1,2,1,2,1,1,1,4633,0.00046810916633122,"mi"
"9743",26,1,2,1,2,1,1,2,2837,0.000286644874785597,"mi"
"9744",26,1,2,1,2,1,2,1,164,1.65702359763264e-05,"mi"
"9745",26,1,2,1,2,1,2,2,241,2.43501638432601e-05,"mi"
"9746",26,1,2,1,2,1,3,1,3631,0.000366869066036836,"mi"
"9747",26,1,2,1,2,1,3,2,1508,0.000152365340562806,"mi"
"9748",26,1,2,1,2,1,4,1,1485,0.000150041466005151,"mi"
"9749",26,1,2,1,2,1,4,2,1292,0.000130541127325693,"mi"
"9750",26,1,2,1,2,1,5,1,326,3.2938395904161e-05,"mi"
"9751",26,1,2,1,2,1,5,2,34,3.43529282436035e-06,"mi"
"9752",26,1,2,1,2,2,1,1,2893,0.000292303004143367,"mi"
"9753",26,1,2,1,2,2,1,2,4595,0.000464269721409877,"mi"
"9754",26,1,2,1,2,2,2,1,125,1.26297530307366e-05,"mi"
"9755",26,1,2,1,2,2,2,2,224,2.26325174310799e-05,"mi"
"9756",26,1,2,1,2,2,3,1,1102,0.000111343902718974,"mi"
"9757",26,1,2,1,2,2,3,2,2700,0.00027280266546391,"mi"
"9758",26,1,2,1,2,2,4,1,400,4.0415209698357e-05,"mi"
"9759",26,1,2,1,2,2,4,2,1760,0.000177826922672771,"mi"
"9760",26,1,2,1,2,2,5,1,55,5.55709133352409e-06,"mi"
"9761",26,1,2,1,2,2,5,2,144,1.45494754914085e-05,"mi"
"9762",26,1,2,1,3,1,1,1,2486,0.000251180528275289,"mi"
"9763",26,1,2,1,3,1,1,2,1885,0.000190456675703508,"mi"
"9764",26,1,2,1,3,1,2,1,503,5.0822126195684e-05,"mi"
"9765",26,1,2,1,3,1,2,2,219,2.21273273098505e-05,"mi"
"9766",26,1,2,1,3,1,3,1,1496,0.000151152884271855,"mi"
"9767",26,1,2,1,3,1,3,2,990,0.000100027644003434,"mi"
"9768",26,1,2,1,3,1,4,1,883,8.92165754091232e-05,"mi"
"9769",26,1,2,1,3,1,4,2,1020,0.00010305878473081,"mi"
"9770",26,1,2,1,3,1,5,1,119,1.20235248852612e-05,"mi"
"9771",26,1,2,1,3,1,5,2,113,1.14172967397859e-05,"mi"
"9772",26,1,2,1,3,2,1,1,1213,0.000122559123410268,"mi"
"9773",26,1,2,1,3,2,1,2,2595,0.000262193672918091,"mi"
"9774",26,1,2,1,3,2,2,1,76,7.67888984268784e-06,"mi"
"9775",26,1,2,1,3,2,2,2,287,2.89979129585712e-05,"mi"
"9776",26,1,2,1,3,2,3,1,316,3.19280156617021e-05,"mi"
"9777",26,1,2,1,3,2,3,2,779,7.87086208875503e-05,"mi"
"9778",26,1,2,1,3,2,4,1,504,5.09231642199299e-05,"mi"
"9779",26,1,2,1,3,2,4,2,1533,0.000154891291168953,"mi"
"9780",26,1,2,1,3,2,5,1,91,9.19446020637623e-06,"mi"
"9781",26,1,2,1,3,2,5,2,224,2.26325174310799e-05,"mi"
"9782",26,1,2,1,4,1,1,1,1219,0.000123165351555743,"mi"
"9783",26,1,2,1,4,1,1,2,1725,0.000174290591824165,"mi"
"9784",26,1,2,1,4,1,2,1,211,2.13190231158833e-05,"mi"
"9785",26,1,2,1,4,1,2,2,204,2.06117569461621e-05,"mi"
"9786",26,1,2,1,4,1,3,1,90,9.09342218213033e-06,"mi"
"9787",26,1,2,1,4,1,3,2,276,2.78864946918664e-05,"mi"
"9788",26,1,2,1,4,1,4,1,444,4.48608827651763e-05,"mi"
"9789",26,1,2,1,4,1,4,2,486,4.91044797835038e-05,"mi"
"9790",26,1,2,1,4,1,5,1,52,5.25397726078642e-06,"mi"
