"","ST","age","education","race","sex","n","weighted_share_of_state","state"
"5779",26,3,5,4,1,7161,0.000723533291624837,"mi"
"5780",26,3,5,4,2,9620,0.000971985793245487,"mi"
"5781",26,3,5,5,1,2327,0.000235115482420192,"mi"
"5782",26,3,5,5,2,3437,0.000347267689333133,"mi"
"5783",26,3,6,1,1,78388,0.00792016864458703,"mi"
"5784",26,3,6,1,2,85623,0.00865117875000606,"mi"
"5785",26,3,6,2,1,5540,0.000559750654322245,"mi"
"5786",26,3,6,2,2,11179,0.00112950407304483,"mi"
"5787",26,3,6,3,1,2383,0.000240773611777962,"mi"
"5788",26,3,6,3,2,2684,0.000271186057075976,"mi"
"5789",26,3,6,4,1,13147,0.00132834690476075,"mi"
"5790",26,3,6,4,2,9022,0.000911565054746443,"mi"
"5791",26,3,6,5,1,1545,0.000156103747459904,"mi"
"5792",26,3,6,5,2,1661,0.000167824158272428,"mi"
"5793",26,4,1,1,1,63321,0.00639782873327417,"mi"
"5794",26,4,1,1,2,52656,0.00532025820469172,"mi"
"5795",26,4,1,2,1,19004,0.00192012661276894,"mi"
"5796",26,4,1,2,2,17706,0.00178897925729777,"mi"
"5797",26,4,1,3,1,6756,0.00068261289180525,"mi"
"5798",26,4,1,3,2,5507,0.000556416399522131,"mi"
"5799",26,4,1,4,1,2186,0.000220869121001521,"mi"
"5800",26,4,1,4,2,3516,0.000355249693248558,"mi"
"5801",26,4,1,5,1,1945,0.000196518957158261,"mi"
"5802",26,4,1,5,2,1508,0.000152365340562806,"mi"
"5803",26,4,2,1,1,253445,0.0256075820550003,"mi"
"5804",26,4,2,1,2,283848,0.0286794411061481,"mi"
"5805",26,4,2,2,1,38372,0.00387703106636339,"mi"
"5806",26,4,2,2,2,38770,0.00391724420001326,"mi"
"5807",26,4,2,3,1,6762,0.000683219119950726,"mi"
"5808",26,4,2,3,2,6495,0.000656241967477072,"mi"
"5809",26,4,2,4,1,1973,0.000199348021837146,"mi"
"5810",26,4,2,4,2,2551,0.000257747999851272,"mi"
"5811",26,4,2,5,1,4123,0.000416579773965815,"mi"
"5812",26,4,2,5,2,4021,0.000406273895492734,"mi"
"5813",26,4,3,1,1,206582,0.020872637124765,"mi"
"5814",26,4,3,1,2,205287,0.0207417928833666,"mi"
"5815",26,4,3,2,1,30480,0.00307963897901481,"mi"
"5816",26,4,3,2,2,38517,0.00389168157987905,"mi"
"5817",26,4,3,3,1,4463,0.000450932702209419,"mi"
"5818",26,4,3,3,2,5018,0.000507008805665889,"mi"
"5819",26,4,3,4,1,1123,0.000113465701228137,"mi"
"5820",26,4,3,4,2,1986,0.000200661516152343,"mi"
"5821",26,4,3,5,1,3735,0.000377377020558409,"mi"
"5822",26,4,3,5,2,5181,0.00052347800361797,"mi"
"5823",26,4,4,1,1,69490,0.00702113230484708,"mi"
"5824",26,4,4,1,2,89701,0.00906321181288081,"mi"
"5825",26,4,4,2,1,6243,0.000630780385367108,"mi"
"5826",26,4,4,2,2,12712,0.00128439536421379,"mi"
"5827",26,4,4,3,1,1264,0.000127712062646808,"mi"
"5828",26,4,4,3,2,1646,0.000166308587908739,"mi"
"5829",26,4,4,4,1,832,8.40636361725826e-05,"mi"
"5830",26,4,4,4,2,944,9.53798948881226e-05,"mi"
"5831",26,4,4,5,1,1537,0.000155295443265937,"mi"
"5832",26,4,4,5,2,1709,0.00017267398343623,"mi"
"5833",26,4,5,1,1,132310,0.0133683409879741,"mi"
"5834",26,4,5,1,2,125413,0.0126714817347501,"mi"
"5835",26,4,5,2,1,10266,0.00103725635690833,"mi"
"5836",26,4,5,2,2,15664,0.00158265961178766,"mi"
"5837",26,4,5,3,1,1943,0.000196316881109769,"mi"
"5838",26,4,5,3,2,1751,0.000176917580454558,"mi"
"5839",26,4,5,4,1,3187,0.00032200818327166,"mi"
"5840",26,4,5,4,2,5331,0.000538633707254853,"mi"
"5841",26,4,5,5,1,1525,0.000154082986974986,"mi"
"5842",26,4,5,5,2,1700,0.000171764641218017,"mi"
"5843",26,4,6,1,1,95910,0.00969055690542356,"mi"
"5844",26,4,6,1,2,86877,0.00877788043241041,"mi"
"5845",26,4,6,2,1,6861,0.000693221884351069,"mi"
"5846",26,4,6,2,2,11497,0.00116163416475503,"mi"
"5847",26,4,6,3,1,1412,0.0001426656902352,"mi"
"5848",26,4,6,3,2,1154,0.00011659787997976,"mi"
"5849",26,4,6,4,1,5817,0.000587738187038357,"mi"
"5850",26,4,6,4,2,3461,0.000349692601915034,"mi"
"5851",26,4,6,5,1,1348,0.000136199256683463,"mi"
"5852",26,4,6,5,2,1285,0.000129833861155972,"mi"
"5853",26,5,1,1,1,92350,0.00933086153910818,"mi"
"5854",26,5,1,1,2,119753,0.0120996065175184,"mi"
"5855",26,5,1,2,1,18002,0.00181888651247456,"mi"
"5856",26,5,1,2,2,25106,0.00253666063671738,"mi"
"5857",26,5,1,3,1,3612,0.000364949343576164,"mi"
"5858",26,5,1,3,2,4967,0.000501855866429349,"mi"
"5859",26,5,1,4,1,1132,0.00011437504344635,"mi"
"5860",26,5,1,4,2,2836,0.000286543836761351,"mi"
"5861",26,5,1,5,1,1527,0.000154285063023478,"mi"
"5862",26,5,1,5,2,2179,0.0002201618548318,"mi"
"5863",26,5,2,1,1,170753,0.0172525457540589,"mi"
"5864",26,5,2,1,2,298605,0.0301704592299448,"mi"
"5865",26,5,2,2,1,16228,0.00163964505746235,"mi"
"5866",26,5,2,2,2,26094,0.00263648620467232,"mi"
"5867",26,5,2,3,1,1942,0.000196215843085523,"mi"
"5868",26,5,2,3,2,3262,0.000329586035090102,"mi"
"5869",26,5,2,4,1,910,9.19446020637623e-05,"mi"
"5870",26,5,2,4,2,1653,0.00016701585407846,"mi"
"5871",26,5,2,5,1,1778,0.000179645607109197,"mi"
"5872",26,5,2,5,2,2618,0.000264517547475747,"mi"
"5873",26,5,3,1,1,105666,0.0106762838699665,"mi"
"5874",26,5,3,1,2,123126,0.0124404077732998,"mi"
"5875",26,5,3,2,1,8872,0.000896409351109559,"mi"
"5876",26,5,3,2,2,15666,0.00158286168783615,"mi"
"5877",26,5,3,3,1,946,9.55819709366144e-05,"mi"
"5878",26,5,3,3,2,1493,0.000150849770199118,"mi"
"5879",26,5,3,4,1,572,5.77937498686506e-05,"mi"
"5880",26,5,3,4,2,854,8.62864727059923e-05,"mi"
"5881",26,5,3,5,1,1048,0.000105887849409695,"mi"
"5882",26,5,3,5,2,1828,0.000184697508321492,"mi"
"5883",26,5,4,1,1,22281,0.00225122821822273,"mi"
"5884",26,5,4,1,2,29578,0.00298850268114501,"mi"
"5885",26,5,4,2,1,2224,0.000224708565922865,"mi"
"5886",26,5,4,2,2,3893,0.00039334102838926,"mi"
"5887",26,5,4,3,1,277,2.79875327161123e-05,"mi"
"5888",26,5,4,3,2,301,3.04124452980137e-05,"mi"
"5889",26,5,4,4,1,295,2.98062171525383e-05,"mi"
"5890",26,5,4,4,2,422,4.26380462317667e-05,"mi"
"5891",26,5,4,5,1,323,3.26352818314233e-05,"mi"
"5892",26,5,4,5,2,447,4.5163996837914e-05,"mi"
"5893",26,5,5,1,1,64148,0.00648138717932552,"mi"
"5894",26,5,5,1,2,57638,0.00582362964148476,"mi"
"5895",26,5,5,2,1,3677,0.000371516815152147,"mi"
"5896",26,5,5,2,2,4806,0.00048558874452576,"mi"
"5897",26,5,5,3,1,696,7.03224648751413e-05,"mi"
"5898",26,5,5,3,2,309,3.12207494919808e-05,"mi"
"5899",26,5,5,4,1,1617,0.000163378485205608,"mi"
"5900",26,5,5,4,2,1861,0.000188031763121606,"mi"
"5901",26,5,5,5,1,547,5.52677992625033e-05,"mi"
"5902",26,5,5,5,2,686,6.93120846326823e-05,"mi"
"5903",26,5,6,1,1,62238,0.00628840455301586,"mi"
"5904",26,5,6,1,2,42798,0.00432422536167571,"mi"
"5905",26,5,6,2,1,3167,0.000319987422786742,"mi"
"5906",26,5,6,2,2,5036,0.000508827490102315,"mi"
"5907",26,5,6,3,1,1030,0.000104069164973269,"mi"
"5908",26,5,6,3,2,355,3.58684986072919e-05,"mi"
"5909",26,5,6,4,1,3380,0.000341508521951117,"mi"
"5910",26,5,6,4,2,991,0.00010012868202768,"mi"
"5911",26,5,6,5,1,546,5.51667612382574e-05,"mi"
"5912",26,5,6,5,2,549,5.5469875310995e-05,"mi"
"5913",27,1,1,1,1,480470,0.0904315217479274,"mn"
"5914",27,1,1,1,2,456324,0.0858868893585473,"mn"
"5915",27,1,1,2,1,47694,0.0089767123821376,"mn"
"5916",27,1,1,2,2,42375,0.00797559833926868,"mn"
"5917",27,1,1,3,1,51484,0.00969004613330759,"mn"
"5918",27,1,1,3,2,48965,0.00921593327863814,"mn"
"5919",27,1,1,4,1,33044,0.00621936687959397,"mn"
"5920",27,1,1,4,2,32189,0.00605844330248306,"mn"
"5921",27,1,1,5,1,41380,0.0077883247027478,"mn"
"5922",27,1,1,5,2,39935,0.00751635444669487,"mn"
"5923",27,1,2,1,1,1351,0.000254278073306242,"mn"
"5924",27,1,2,1,2,1506,0.000283451353367284,"mn"
"5925",27,1,2,2,1,128,2.40914828891184e-05,"mn"
"5926",27,1,2,2,2,81,1.52453915157702e-05,"mn"
"5927",27,1,2,3,1,144,2.71029182502582e-05,"mn"
"5928",27,1,2,3,2,94,1.76921827466963e-05,"mn"
"5929",27,1,2,4,1,226,4.25365244760996e-05,"mn"
"5930",27,1,2,4,2,148,2.78557770905431e-05,"mn"
"5931",27,1,2,5,1,110,2.07036181078361e-05,"mn"
"5932",27,1,2,5,2,159,2.99261389013267e-05,"mn"
"5933",27,1,3,1,1,310,5.83465601220836e-05,"mn"
"5934",27,1,3,1,2,665,0.000125162782197373,"mn"
"5935",27,1,3,2,1,83,1.56218209359127e-05,"mn"
"5936",27,1,3,2,2,93,1.75039680366251e-05,"mn"
"5937",27,1,3,4,2,51,9.59895021363311e-06,"mn"
"5938",27,1,3,5,1,7,1.31750297049866e-06,"mn"
"5939",27,1,3,5,2,12,2.25857652085485e-06,"mn"
"5940",27,1,4,1,2,82,1.54336062258415e-05,"mn"
"5941",27,2,1,1,1,35974,0.00677083598010269,"mn"
"5942",27,2,1,1,2,22243,0.00418645979611453,"mn"
"5943",27,2,1,2,1,8710,0.00163935012472048,"mn"
"5944",27,2,1,2,2,8821,0.00166024195753838,"mn"
"5945",27,2,1,3,1,15894,0.00299148460187225,"mn"
"5946",27,2,1,3,2,11689,0.00220004174602269,"mn"
"5947",27,2,1,4,1,4522,0.000851106918942135,"mn"
"5948",27,2,1,4,2,4397,0.000827580080183231,"mn"
"5949",27,2,1,5,1,3559,0.000669856153143534,"mn"
"5950",27,2,1,5,2,3678,0.000692253703642011,"mn"
"5951",27,2,2,1,1,127667,0.0240288073906647,"mn"
"5952",27,2,2,1,2,79788,0.0150172752871639,"mn"
"5953",27,2,2,2,1,11852,0.00223072074376431,"mn"
"5954",27,2,2,2,2,9537,0.00179500368994939,"mn"
"5955",27,2,2,3,1,12871,0.0024225115333269,"mn"
"5956",27,2,2,3,2,10348,0.00194764581981716,"mn"
"5957",27,2,2,4,1,7238,0.00136229807149562,"mn"
"5958",27,2,2,4,2,6059,0.00114039292832163,"mn"
"5959",27,2,2,5,1,6500,0.00122339561546304,"mn"
"5960",27,2,2,5,2,5134,0.000966294321505733,"mn"
"5961",27,2,3,1,1,149714,0.0281783771036052,"mn"
"5962",27,2,3,1,2,152599,0.0287213765421608,"mn"
"5963",27,2,3,2,1,12400,0.00233386240488334,"mn"
"5964",27,2,3,2,2,13038,0.00245394338990879,"mn"
"5965",27,2,3,3,1,6583,0.00123901743639896,"mn"
"5966",27,2,3,3,2,6696,0.00126028569863701,"mn"
"5967",27,2,3,4,1,8890,0.0016732287725333,"mn"
"5968",27,2,3,4,2,8945,0.00168358058158722,"mn"
"5969",27,2,3,5,1,6201,0.00116711941715174,"mn"
"5970",27,2,3,5,2,8277,0.00155785315525963,"mn"
"5971",27,2,4,1,1,48385,0.00910676874679682,"mn"
"5972",27,2,4,1,2,56757,0.0106825022995132,"mn"
"5973",27,2,4,2,1,2082,0.000391863026368316,"mn"
"5974",27,2,4,2,2,2735,0.000514767232044834,"mn"
"5975",27,2,4,3,1,1714,0.000322600013062101,"mn"
"5976",27,2,4,3,2,1190,0.000223975504984772,"mn"
"5977",27,2,4,4,1,1256,0.000236397675849474,"mn"
"5978",27,2,4,4,2,2588,0.000487099669664362,"mn"
"5979",27,2,4,5,1,834,0.000156971068199412,"mn"
"5980",27,2,4,5,2,1538,0.000289474224089563,"mn"
"5981",27,2,5,1,1,101622,0.0191267552668593,"mn"
"5982",27,2,5,1,2,126239,0.0237600367846829,"mn"
"5983",27,2,5,2,1,4315,0.000812146473957389,"mn"
"5984",27,2,5,2,2,3055,0.00057499593926763,"mn"
"5985",27,2,5,3,1,2756,0.00051871974095633,"mn"
"5986",27,2,5,3,2,3440,0.000647458602645057,"mn"
"5987",27,2,5,4,1,7066,0.00132992514136336,"mn"
"5988",27,2,5,4,2,9134,0.00171915316179068,"mn"
"5989",27,2,5,5,1,2647,0.000498204337558565,"mn"
"5990",27,2,5,5,2,2506,0.000471666063438521,"mn"
"5991",27,2,6,1,1,21265,0.00400238580966486,"mn"
"5992",27,2,6,1,2,32925,0.00619696932909549,"mn"
"5993",27,2,6,2,1,1000,0.000188214710071237,"mn"
"5994",27,2,6,2,2,1063,0.000200072236805725,"mn"
"5995",27,2,6,3,1,663,0.00012478635277723,"mn"
"5996",27,2,6,3,2,686,0.000129115291108869,"mn"
"5997",27,2,6,4,1,5047,0.000949919641729535,"mn"
"5998",27,2,6,4,2,5020,0.000944837844557612,"mn"
"5999",27,2,6,5,1,267,5.02533275890204e-05,"mn"
"6000",27,2,6,5,2,618,0.000116316690824025,"mn"
"6001",27,3,1,1,1,18299,0.00344414097959357,"mn"
"6002",27,3,1,1,2,10188,0.00191753146620577,"mn"
"6003",27,3,1,2,1,4401,0.000828332939023516,"mn"
"6004",27,3,1,2,2,4974,0.000936179967894335,"mn"
"6005",27,3,1,3,1,12006,0.00225970580911528,"mn"
"6006",27,3,1,3,2,7578,0.00142629107291984,"mn"
"6007",27,3,1,4,1,3461,0.000651411111556553,"mn"
"6008",27,3,1,4,2,5334,0.00100393726351998,"mn"
"6009",27,3,1,5,1,1819,0.000342362557619581,"mn"
"6010",27,3,1,5,2,1719,0.000323541086612457,"mn"
"6011",27,3,2,1,1,117698,0.0221524949459645,"mn"
"6012",27,3,2,1,2,87705,0.0165073711467979,"mn"
"6013",27,3,2,2,1,7362,0.00138563669554445,"mn"
"6014",27,3,2,2,2,5584,0.00105099094103779,"mn"
"6015",27,3,2,3,1,6929,0.0013041397260836,"mn"
"6016",27,3,2,3,2,5184,0.000975705057009295,"mn"
"6017",27,3,2,4,1,3091,0.000581771668830195,"mn"
"6018",27,3,2,4,2,3637,0.00068453690052909,"mn"
"6019",27,3,2,5,1,4403,0.000828709368443658,"mn"
"6020",27,3,2,5,2,2749,0.000517402237985832,"mn"
"6021",27,3,3,1,1,105497,0.0198560872683853,"mn"
"6022",27,3,3,1,2,114835,0.0216136362310305,"mn"
"6023",27,3,3,2,1,7605,0.00143137287009176,"mn"
"6024",27,3,3,2,2,6904,0.00129943435833182,"mn"
"6025",27,3,3,3,1,3697,0.000695829783133365,"mn"
"6026",27,3,3,3,2,3463,0.000651787540976695,"mn"
"6027",27,3,3,4,1,3441,0.000647646817355128,"mn"
"6028",27,3,3,4,2,2526,0.000475430357639946,"mn"
"6029",27,3,3,5,1,2542,0.000478441793001085,"mn"
"6030",27,3,3,5,2,4217,0.000793701432370408,"mn"
"6031",27,3,4,1,1,52865,0.00994997064791596,"mn"
"6032",27,3,4,1,2,61306,0.0115386910156273,"mn"
"6033",27,3,4,2,1,2806,0.000528130476459892,"mn"
"6034",27,3,4,2,2,2936,0.000552598388769153,"mn"
"6035",27,3,4,3,1,1303,0.000245243767222822,"mn"
"6036",27,3,4,3,2,1702,0.000320341436541246,"mn"
"6037",27,3,4,4,1,981,0.000184638630579884,"mn"
"6038",27,3,4,4,2,1782,0.000335398613346945,"mn"
"6039",27,3,4,5,1,789,0.000148501406246206,"mn"
"6040",27,3,4,5,2,1554,0.000292485659450703,"mn"
"6041",27,3,5,1,1,113900,0.0214376554771139,"mn"
"6042",27,3,5,1,2,124114,0.0233600805257816,"mn"
"6043",27,3,5,2,1,4607,0.000867105169298191,"mn"
"6044",27,3,5,2,2,3153,0.000593440980854611,"mn"
"6045",27,3,5,3,1,2227,0.000419154159328646,"mn"
"6046",27,3,5,3,2,2597,0.000488793602055003,"mn"
"6047",27,3,5,4,1,5135,0.000966482536215804,"mn"
"6048",27,3,5,4,2,5803,0.00109220996254339,"mn"
"6049",27,3,5,5,1,1270,0.000239032681790471,"mn"
"6050",27,3,5,5,2,1758,0.000330881460305235,"mn"
"6051",27,3,6,1,1,49730,0.00935991753184263,"mn"
"6052",27,3,6,1,2,58225,0.0109588014938978,"mn"
"6053",27,3,6,2,1,2444,0.000459996751414104,"mn"
"6054",27,3,6,2,2,2048,0.000385463726225894,"mn"
"6055",27,3,6,3,1,1811,0.000340856839939011,"mn"
"6056",27,3,6,3,2,1455,0.00027385240315365,"mn"
"6057",27,3,6,4,1,6430,0.00121022058575806,"mn"
"6058",27,3,6,4,2,4692,0.000883103419654246,"mn"
"6059",27,3,6,5,1,1036,0.000194990439633802,"mn"
"6060",27,3,6,5,2,1115,0.00020985940172943,"mn"
"6061",27,4,1,1,1,20171,0.00379647891684693,"mn"
"6062",27,4,1,1,2,14360,0.00270276323662297,"mn"
"6063",27,4,1,2,1,2592,0.000487852528504647,"mn"
"6064",27,4,1,2,2,3608,0.000679078673937025,"mn"
"6065",27,4,1,3,1,3166,0.000595887772085538,"mn"
"6066",27,4,1,3,2,3626,0.000682466538718307,"mn"
"6067",27,4,1,4,1,2175,0.000409366994404941,"mn"
"6068",27,4,1,4,2,4925,0.000926957447100844,"mn"
"6069",27,4,1,5,1,1295,0.000243738049542252,"mn"
"6070",27,4,1,5,2,1336,0.000251454852655173,"mn"
"6071",27,4,2,1,1,143403,0.0269905540683457,"mn"
"6072",27,4,2,1,2,138745,0.0261138499488338,"mn"
"6073",27,4,2,2,1,3540,0.00066628007365218,"mn"
"6074",27,4,2,2,2,3419,0.000643506093733561,"mn"
"6075",27,4,2,3,1,1753,0.000329940386754879,"mn"
"6076",27,4,2,3,2,1575,0.000296438168362199,"mn"
"6077",27,4,2,4,1,1481,0.000278745985615503,"mn"
"6078",27,4,2,4,2,2386,0.000449080298229972,"mn"
"6079",27,4,2,5,1,2474,0.000465643192716241,"mn"
"6080",27,4,2,5,2,2610,0.00049124039328593,"mn"
"6081",27,4,3,1,1,111303,0.0209488618750589,"mn"
"6082",27,4,3,1,2,121186,0.022808987854693,"mn"
"6083",27,4,3,2,1,4504,0.000847719054160853,"mn"
"6084",27,4,3,2,2,3596,0.00067682009741617,"mn"
"6085",27,4,3,3,1,1694,0.000318835718860676,"mn"
"6086",27,4,3,3,2,1880,0.000353843654933926,"mn"
"6087",27,4,3,4,1,1203,0.000226422296215699,"mn"
"6088",27,4,3,4,2,1415,0.000266323814750801,"mn"
"6089",27,4,3,5,1,2037,0.000383393364415111,"mn"
"6090",27,4,3,5,2,2387,0.000449268512940044,"mn"
"6091",27,4,4,1,1,45782,0.00861684585648139,"mn"
"6092",27,4,4,1,2,52730,0.00992456166205635,"mn"
"6093",27,4,4,2,1,934,0.000175792539206536,"mn"
"6094",27,4,4,2,2,1593,0.000299826033143481,"mn"
"6095",27,4,4,3,1,705,0.000132691370600222,"mn"
"6096",27,4,4,3,2,396,7.453302518821e-05,"mn"
"6097",27,4,4,4,1,573,0.000107847028870819,"mn"
"6098",27,4,4,4,2,673,0.000126668499877943,"mn"
"6099",27,4,4,5,1,381,7.17098045371414e-05,"mn"
"6100",27,4,4,5,2,800,0.00015057176805699,"mn"
"6101",27,4,5,1,1,93064,0.0175160137780696,"mn"
"6102",27,4,5,1,2,96593,0.018180223489911,"mn"
"6103",27,4,5,2,1,2072,0.000389980879267604,"mn"
"6104",27,4,5,2,2,1778,0.00033464575450666,"mn"
"6105",27,4,5,3,1,1080,0.000203271886876936,"mn"
"6106",27,4,5,3,2,968,0.000182191839348958,"mn"
"6107",27,4,5,4,1,1590,0.000299261389013267,"mn"
"6108",27,4,5,4,2,1418,0.000266888458881015,"mn"
"6109",27,4,5,5,1,1118,0.000210424045859643,"mn"
"6110",27,4,5,5,2,1309,0.00024637305548325,"mn"
"6111",27,4,6,1,1,57230,0.0107715278573769,"mn"
"6112",27,4,6,1,2,51907,0.00976966095566772,"mn"
"6113",27,4,6,2,1,1958,0.000368524402319483,"mn"
"6114",27,4,6,2,2,1035,0.000194802224923731,"mn"
"6115",27,4,6,3,1,828,0.000155841779938985,"mn"
"6116",27,4,6,3,2,1007,0.000189532213041736,"mn"
"6117",27,4,6,4,1,2565,0.000482770731332724,"mn"
"6118",27,4,6,4,2,1366,0.00025710129395731,"mn"
"6119",27,4,6,5,1,477,8.97784167039802e-05,"mn"
"6120",27,4,6,5,2,968,0.000182191839348958,"mn"
"6121",27,5,1,1,1,47401,0.00892156547208672,"mn"
"6122",27,5,1,1,2,51550,0.00970246830417229,"mn"
"6123",27,5,1,2,1,1407,0.000264818097070231,"mn"
"6124",27,5,1,2,2,3142,0.000591370619043828,"mn"
"6125",27,5,1,3,1,1268,0.000238656252370329,"mn"
"6126",27,5,1,3,2,1367,0.000257289508667381,"mn"
"6127",27,5,1,4,1,1508,0.000283827782787426,"mn"
"6128",27,5,1,4,2,3056,0.000575184153977701,"mn"
"6129",27,5,1,5,1,1012,0.000190473286592092,"mn"
"6130",27,5,1,5,2,734,0.000138149597192288,"mn"
"6131",27,5,2,1,1,98031,0.0184508762429935,"mn"
"6132",27,5,2,1,2,161169,0.0303343766074713,"mn"
"6133",27,5,2,2,1,1116,0.000210047616439501,"mn"
"6134",27,5,2,2,2,1241,0.000233574455198406,"mn"
"6135",27,5,2,3,1,1026,0.00019310829253309,"mn"
"6136",27,5,2,3,2,1003,0.000188779354201451,"mn"
"6137",27,5,2,4,1,648,0.000121963132126162,"mn"
"6138",27,5,2,4,2,871,0.000163935012472048,"mn"
"6139",27,5,2,5,1,822,0.000154712491678557,"mn"
"6140",27,5,2,5,2,928,0.000174663250946108,"mn"
"6141",27,5,3,1,1,53172,0.0100077525639078,"mn"
"6142",27,5,3,1,2,74252,0.0139753186522095,"mn"
"6143",27,5,3,2,1,1010,0.00019009685717195,"mn"
"6144",27,5,3,2,2,909,0.000171087171454755,"mn"
"6145",27,5,3,3,1,159,2.99261389013267e-05,"mn"
"6146",27,5,3,3,2,291,5.47704806307301e-05,"mn"
"6147",27,5,3,4,1,139,2.6161844699902e-05,"mn"
"6148",27,5,3,4,2,631,0.000118763482054951,"mn"
"6149",27,5,3,5,1,524,9.86245080773284e-05,"mn"
"6150",27,5,3,5,2,859,0.000161676435951193,"mn"
"6151",27,5,4,1,1,10779,0.00202876635985787,"mn"
"6152",27,5,4,1,2,18052,0.00339765194620598,"mn"
"6153",27,5,4,2,1,300,5.64644130213712e-05,"mn"
"6154",27,5,4,2,2,137,2.57854152797595e-05,"mn"
"6155",27,5,4,3,1,71,1.33632444150579e-05,"mn"
"6156",27,5,4,3,2,187,3.51961507833214e-05,"mn"
"6157",27,5,4,4,1,195,3.67018684638913e-05,"mn"
"6158",27,5,4,4,2,35,6.58751485249331e-06,"mn"
"6159",27,5,4,5,1,75,1.41161032553428e-05,"mn"
"6160",27,5,4,5,2,205,3.85840155646037e-05,"mn"
"6161",27,5,5,1,1,42897,0.00807384641792587,"mn"
"6162",27,5,5,1,2,46171,0.0086900613786991,"mn"
"6163",27,5,5,2,1,278,5.2323689399804e-05,"mn"
"6164",27,5,5,2,2,423,7.96148223601334e-05,"mn"
"6165",27,5,5,3,1,256,4.81829657782368e-05,"mn"
"6166",27,5,5,3,2,135,2.5408985859617e-05,"mn"
"6167",27,5,5,4,1,646,0.000121586702706019,"mn"
"6168",27,5,5,4,2,731,0.000137584953062075,"mn"
"6169",27,5,5,5,1,198,3.7266512594105e-05,"mn"
"6170",27,5,5,5,2,234,4.40422421566695e-05,"mn"
"6171",27,5,6,1,1,34564,0.00650545323890225,"mn"
"6172",27,5,6,1,2,18320,0.00344809348850507,"mn"
"6173",27,5,6,2,1,376,7.07687309867853e-05,"mn"
"6174",27,5,6,2,2,253,4.76183216480231e-05,"mn"
"6175",27,5,6,3,1,98,1.84450415869813e-05,"mn"
"6176",27,5,6,3,2,55,1.03518090539181e-05,"mn"
"6177",27,5,6,4,1,817,0.000153771418128201,"mn"
"6178",27,5,6,4,2,467,8.78962696032679e-05,"mn"
"6179",27,5,6,5,1,228,4.29129538962421e-05,"mn"
"6180",27,5,6,5,2,140,2.63500594099732e-05,"mn"
"6181",28,1,1,1,1,190028,0.0640338048672,"ms"
"6182",28,1,1,1,2,181060,0.0610118546175049,"ms"
"6183",28,1,1,2,1,166083,0.0559650494335528,"ms"
"6184",28,1,1,2,2,162139,0.0546360383067913,"ms"
"6185",28,1,1,3,1,12559,0.004232010836967,"ms"
"6186",28,1,1,3,2,12690,0.0042761539550212,"ms"
"6187",28,1,1,4,1,3048,0.00102708567808547,"ms"
"6188",28,1,1,4,2,2292,0.000772336080765057,"ms"
"6189",28,1,1,5,1,9333,0.00314494443358651,"ms"
"6190",28,1,1,5,2,9262,0.00312101953754187,"ms"
"6191",28,1,2,1,1,1190,0.00040099473652287,"ms"
"6192",28,1,2,1,2,769,0.000259130212089149,"ms"
"6193",28,1,2,2,1,719,0.000242281693747852,"ms"
"6194",28,1,2,2,2,861,0.000290131485837136,"ms"
"6195",28,1,2,3,1,53,1.78594294417749e-05,"ms"
"6196",28,1,2,3,2,10,3.36970366825941e-06,"ms"
"6197",28,1,2,4,2,29,9.7721406379523e-06,"ms"
"6198",28,1,2,5,1,32,1.07830517384301e-05,"ms"
"6199",28,1,2,5,2,88,2.96533922806828e-05,"ms"
"6200",28,1,3,1,1,55,1.85333701754268e-05,"ms"
"6201",28,1,3,1,2,146,4.91976735565874e-05,"ms"
"6202",28,1,3,2,1,232,7.81771251036184e-05,"ms"
"6203",28,1,3,2,2,110,3.70667403508535e-05,"ms"
"6204",28,1,3,4,1,46,1.55006368739933e-05,"ms"
"6205",28,1,4,2,1,51,1.7185488708123e-05,"ms"
"6206",28,2,1,1,1,29630,0.00998443196905264,"ms"
"6207",28,2,1,1,2,19999,0.006739070366152,"ms"
"6208",28,2,1,2,1,35360,0.0119152721709653,"ms"
"6209",28,2,1,2,2,22776,0.00767483707482764,"ms"
"6210",28,2,1,3,1,8176,0.0027550697191689,"ms"
"6211",28,2,1,3,2,3605,0.00121477817240752,"ms"
"6212",28,2,1,4,1,566,0.000190725227623483,"ms"
"6213",28,2,1,4,2,246,8.28947102391816e-05,"ms"
"6214",28,2,1,5,1,1072,0.000361232233237409,"ms"
"6215",28,2,1,5,2,748,0.000252053834385804,"ms"
"6216",28,2,2,1,1,53795,0.0181273208834015,"ms"
"6217",28,2,2,1,2,40139,0.0135256535540265,"ms"
"6218",28,2,2,2,1,46027,0.0155097350738976,"ms"
"6219",28,2,2,2,2,39629,0.0133537986669452,"ms"
"6220",28,2,2,3,1,5049,0.00170136338210418,"ms"
"6221",28,2,2,3,2,2766,0.000932060034640554,"ms"
"6222",28,2,2,4,1,949,0.000319784878117818,"ms"
"6223",28,2,2,4,2,1023,0.000344720685262938,"ms"
"6224",28,2,2,5,1,1491,0.000502422816937478,"ms"
"6225",28,2,2,5,2,1122,0.000378080751578706,"ms"
"6226",28,2,3,1,1,54530,0.0183749941030186,"ms"
"6227",28,2,3,1,2,59959,0.0202044062245166,"ms"
