"","ST","age","education","race","sex","n","weighted_share_of_state","state"
"1342",6,5,6,2,1,8950,0.000239785229594223,"ca"
"1343",6,5,6,2,2,9623,0.000257816007193878,"ca"
"1344",6,5,6,3,1,12293,0.000329349701385675,"ca"
"1345",6,5,6,3,2,8726,0.000233783900942927,"ca"
"1346",6,5,6,4,1,34098,0.000913541537285344,"ca"
"1347",6,5,6,4,2,18118,0.000485411037965155,"ca"
"1348",6,5,6,5,1,4210,0.000112792828669462,"ca"
"1349",6,5,6,5,2,3334,8.93233469795688e-05,"ca"
"1350",8,1,1,1,1,363665,0.0721149174653877,"co"
"1351",8,1,1,1,2,341708,0.0677608354316821,"co"
"1352",8,1,1,2,1,24787,0.00491527218515547,"co"
"1353",8,1,1,2,2,24467,0.00485181605495618,"co"
"1354",8,1,1,3,1,188742,0.0374276153939813,"co"
"1355",8,1,1,3,2,180266,0.0357468211453276,"co"
"1356",8,1,1,4,1,15167,0.00300762227103938,"co"
"1357",8,1,1,4,2,16072,0.00318708413925924,"co"
"1358",8,1,1,5,1,29441,0.00583816227874136,"co"
"1359",8,1,1,5,2,29456,0.00584113678484446,"co"
"1360",8,1,2,1,1,1449,0.000287337289558651,"co"
"1361",8,1,2,1,2,1394,0.000276430767180648,"co"
"1362",8,1,2,2,1,89,1.7648736211677e-05,"co"
"1363",8,1,2,2,2,186,3.68838756783361e-05,"co"
"1364",8,1,2,3,1,402,7.97167635628555e-05,"co"
"1365",8,1,2,3,2,667,0.000132266371384141,"co"
"1366",8,1,2,4,1,125,2.47875508590969e-05,"co"
"1367",8,1,2,4,2,25,4.95751017181937e-06,"co"
"1368",8,1,2,5,1,70,1.38810284810942e-05,"co"
"1369",8,1,2,5,2,113,2.24079459766236e-05,"co"
"1370",8,1,3,1,1,294,5.83003196205958e-05,"co"
"1371",8,1,3,1,2,424,8.40793725140565e-05,"co"
"1372",8,1,3,2,1,101,2.00283410941503e-05,"co"
"1373",8,1,3,2,2,51,1.01133207505115e-05,"co"
"1374",8,1,3,3,1,289,5.73088175862319e-05,"co"
"1375",8,1,3,3,2,146,2.89518594034251e-05,"co"
"1376",8,1,3,4,1,13,2.57790528934607e-06,"co"
"1377",8,1,3,5,1,46,9.12181871614764e-06,"co"
"1378",8,1,3,5,2,62,1.2294625226112e-05,"co"
"1379",8,1,4,1,2,32,6.34561301992879e-06,"co"
"1380",8,1,4,3,1,22,4.36260895120105e-06,"co"
"1381",8,1,4,4,1,16,3.1728065099644e-06,"co"
"1382",8,2,1,1,1,33360,0.00661530157327577,"co"
"1383",8,2,1,1,2,19724,0.00391127722515861,"co"
"1384",8,2,1,2,1,4074,0.000807875857599685,"co"
"1385",8,2,1,2,2,2577,0.000511020148511141,"co"
"1386",8,2,1,3,1,53387,0.0105866638217168,"co"
"1387",8,2,1,3,2,39795,0.00789136469150207,"co"
"1388",8,2,1,4,1,1349,0.000267507248871373,"co"
"1389",8,2,1,4,2,1451,0.000287733890372396,"co"
"1390",8,2,1,5,1,2828,0.000560793550636207,"co"
"1391",8,2,1,5,2,1557,0.00030875373350091,"co"
"1392",8,2,2,1,1,98287,0.0194903520903044,"co"
"1393",8,2,2,1,2,67452,0.0133757590443824,"co"
"1394",8,2,2,2,1,9695,0.00192252244463155,"co"
"1395",8,2,2,2,2,5949,0.00117968912048614,"co"
"1396",8,2,2,3,1,50716,0.0100570034349596,"co"
"1397",8,2,2,3,2,39452,0.00782334765194471,"co"
"1398",8,2,2,4,1,2994,0.000593711418177088,"co"
"1399",8,2,2,4,2,3347,0.000663711461803177,"co"
"1400",8,2,2,5,1,5877,0.0011654114911913,"co"
"1401",8,2,2,5,2,4374,0.000867365979661517,"co"
"1402",8,2,3,1,1,136515,0.0270709800442369,"co"
"1403",8,2,3,1,2,126373,0.0250598173177332,"co"
"1404",8,2,3,2,1,9943,0.001971700945536,"co"
"1405",8,2,3,2,2,8988,0.0017823240569725,"co"
"1406",8,2,3,3,1,33233,0.00659011742160293,"co"
"1407",8,2,3,3,2,38791,0.00769227108300181,"co"
"1408",8,2,3,4,1,5147,0.00102065219417417,"co"
"1409",8,2,3,4,2,4889,0.000969490689200996,"co"
"1410",8,2,3,5,1,7163,0.00142042581442969,"co"
"1411",8,2,3,5,2,6626,0.00131393849593901,"co"
"1412",8,2,4,1,1,26171,0.00518971994826739,"co"
"1413",8,2,4,1,2,28240,0.00560000349008716,"co"
"1414",8,2,4,2,1,1310,0.000259773533003335,"co"
"1415",8,2,4,2,2,2023,0.000401161723103623,"co"
"1416",8,2,4,3,1,5595,0.00110949077645318,"co"
"1417",8,2,4,3,2,7644,0.00151580831013549,"co"
"1418",8,2,4,4,1,699,0.00013861198440407,"co"
"1419",8,2,4,4,2,972,0.000192747995480337,"co"
"1420",8,2,4,5,1,958,0.000189971789784118,"co"
"1421",8,2,4,5,2,1353,0.000268300450498864,"co"
"1422",8,2,5,1,1,95136,0.0188655075082483,"co"
"1423",8,2,5,1,2,112063,0.0222221384953838,"co"
"1424",8,2,5,2,1,2644,0.000524306275771617,"co"
"1425",8,2,5,2,2,2525,0.000500708527353756,"co"
"1426",8,2,5,3,1,8946,0.00177399543988384,"co"
"1427",8,2,5,3,2,11289,0.00223861329318675,"co"
"1428",8,2,5,4,1,4342,0.000861020366641588,"co"
"1429",8,2,5,4,2,5409,0.00107260690077484,"co"
"1430",8,2,5,5,1,3172,0.000629008890600442,"co"
"1431",8,2,5,5,2,3400,0.000674221383367434,"co"
"1432",8,2,6,1,1,23580,0.00467592359406003,"co"
"1433",8,2,6,1,2,34551,0.00685147735786124,"co"
"1434",8,2,6,2,1,739,0.000146544000678981,"co"
"1435",8,2,6,2,2,796,0.000157847123870729,"co"
"1436",8,2,6,3,1,2033,0.000403144727172351,"co"
"1437",8,2,6,3,2,2458,0.00048742240009328,"co"
"1438",8,2,6,4,1,2766,0.000548498925410095,"co"
"1439",8,2,6,4,2,3360,0.000666289367092523,"co"
"1440",8,2,6,5,1,787,0.000156062420208874,"co"
"1441",8,2,6,5,2,939,0.000186204082053536,"co"
"1442",8,3,1,1,1,17479,0.00346609281172923,"co"
"1443",8,3,1,1,2,10618,0.00210555372017512,"co"
"1444",8,3,1,2,1,2703,0.00053600599977711,"co"
"1445",8,3,1,2,2,2073,0.000411076743447262,"co"
"1446",8,3,1,3,1,37865,0.00750864490623762,"co"
"1447",8,3,1,3,2,30005,0.00595000370821761,"co"
"1448",8,3,1,4,1,2171,0.000430510183320794,"co"
"1449",8,3,1,4,2,2353,0.000466600857371639,"co"
"1450",8,3,1,5,1,1361,0.000269886853753847,"co"
"1451",8,3,1,5,2,1135,0.000225070961800599,"co"
"1452",8,3,2,1,1,76015,0.015073805428434,"co"
"1453",8,3,2,1,2,62556,0.0124048802523333,"co"
"1454",8,3,2,2,1,6488,0.00128657303979056,"co"
"1455",8,3,2,2,2,4255,0.000843768231243657,"co"
"1456",8,3,2,3,1,28532,0.00565790720889401,"co"
"1457",8,3,2,3,2,26630,0.00528073983502199,"co"
"1458",8,3,2,4,1,2136,0.000423569669080247,"co"
"1459",8,3,2,4,2,3834,0.000760283759950219,"co"
"1460",8,3,2,5,1,3468,0.000687705811034783,"co"
"1461",8,3,2,5,2,1934,0.000383512986891946,"co"
"1462",8,3,3,1,1,86139,0.017081398747614,"co"
"1463",8,3,3,1,2,85384,0.016931681940425,"co"
"1464",8,3,3,2,1,6272,0.00124374015190604,"co"
"1465",8,3,3,2,2,5176,0.00102640290597348,"co"
"1466",8,3,3,3,1,20622,0.00408935099053036,"co"
"1467",8,3,3,3,2,21364,0.00423648989242996,"co"
"1468",8,3,3,4,1,2434,0.000482663190328334,"co"
"1469",8,3,3,4,2,2779,0.000551076830699441,"co"
"1470",8,3,3,5,1,3420,0.00067818739150489,"co"
"1471",8,3,3,5,2,3724,0.000738470715194213,"co"
"1472",8,3,4,1,1,33766,0.00669581153846611,"co"
"1473",8,3,4,1,2,40572,0.00804544410764222,"co"
"1474",8,3,4,2,1,2765,0.000548300625003222,"co"
"1475",8,3,4,2,2,2482,0.000492181609858227,"co"
"1476",8,3,4,3,1,5779,0.00114597805131777,"co"
"1477",8,3,4,3,2,6509,0.00129073734833489,"co"
"1478",8,3,4,4,1,640,0.000126912260398576,"co"
"1479",8,3,4,4,2,1667,0.000330566778256916,"co"
"1480",8,3,4,5,1,826,0.000163796136076912,"co"
"1481",8,3,4,5,2,1345,0.000266714047243882,"co"
"1482",8,3,5,1,1,112405,0.0222899572345343,"co"
"1483",8,3,5,1,2,114376,0.0226808073364805,"co"
"1484",8,3,5,2,1,3542,0.000702380041143368,"co"
"1485",8,3,5,2,2,3065,0.000607790747065055,"co"
"1486",8,3,5,3,1,9884,0.00196000122153051,"co"
"1487",8,3,5,3,2,10735,0.00212875486777924,"co"
"1488",8,3,5,4,1,4216,0.000836034515375619,"co"
"1489",8,3,5,4,2,5614,0.00111325848418376,"co"
"1490",8,3,5,5,1,2591,0.00051379635420736,"co"
"1491",8,3,5,5,2,3294,0.00065320154023892,"co"
"1492",8,3,6,1,1,59070,0.0117136050339748,"co"
"1493",8,3,6,1,2,63654,0.0126226140990796,"co"
"1494",8,3,6,2,1,2090,0.000414447850364099,"co"
"1495",8,3,6,2,2,1599,0.000317082350589567,"co"
"1496",8,3,6,3,1,4144,0.000821756886080779,"co"
"1497",8,3,6,3,2,4571,0.000906431159815454,"co"
"1498",8,3,6,4,1,4364,0.000865382975592789,"co"
"1499",8,3,6,4,2,3728,0.000739263916821705,"co"
"1500",8,3,6,5,1,1449,0.000287337289558651,"co"
"1501",8,3,6,5,2,1573,0.000311926540010875,"co"
"1502",8,4,1,1,1,14503,0.00287595080087585,"co"
"1503",8,4,1,1,2,11808,0.00234153120435372,"co"
"1504",8,4,1,2,1,1696,0.000336317490056226,"co"
"1505",8,4,1,2,2,1399,0.000277422269215012,"co"
"1506",8,4,1,3,1,18944,0.00375660290779785,"co"
"1507",8,4,1,3,2,17928,0.00355512969441511,"co"
"1508",8,4,1,4,1,1179,0.000233796179703002,"co"
"1509",8,4,1,4,2,2151,0.000426544175183339,"co"
"1510",8,4,1,5,1,496,9.83570018088963e-05,"co"
"1511",8,4,1,5,2,751,0.000148923605561454,"co"
"1512",8,4,2,1,1,79583,0.015781341280156,"co"
"1513",8,4,2,1,2,83421,0.0165424182417337,"co"
"1514",8,4,2,2,1,4891,0.000969887290014742,"co"
"1515",8,4,2,2,2,4044,0.000801926845393501,"co"
"1516",8,4,2,3,1,16467,0.00326541279997398,"co"
"1517",8,4,2,3,2,17361,0.00344269336371824,"co"
"1518",8,4,2,4,1,1607,0.000318668753844549,"co"
"1519",8,4,2,4,2,3099,0.000614532960898729,"co"
"1520",8,4,2,5,1,2177,0.000431699985762031,"co"
"1521",8,4,2,5,2,1912,0.000379150377940745,"co"
"1522",8,4,3,1,1,88297,0.0175093310256454,"co"
"1523",8,4,3,1,2,102512,0.0203281713093419,"co"
"1524",8,4,3,2,1,4544,0.000901077048829889,"co"
"1525",8,4,3,2,2,4518,0.000895921238251197,"co"
"1526",8,4,3,3,1,10706,0.00212300415597993,"co"
"1527",8,4,3,3,2,11005,0.00218229597763489,"co"
"1528",8,4,3,4,1,1380,0.000273654561484429,"co"
"1529",8,4,3,4,2,1670,0.000331161679477534,"co"
"1530",8,4,3,5,1,2858,0.00056674256284239,"co"
"1531",8,4,3,5,2,2436,0.000483059791142079,"co"
"1532",8,4,4,1,1,32648,0.00647411168358235,"co"
"1533",8,4,4,1,2,38219,0.00757884325027058,"co"
"1534",8,4,4,2,1,1517,0.000300821717225999,"co"
"1535",8,4,4,2,2,1377,0.000273059660263811,"co"
"1536",8,4,4,3,1,3692,0.000732125102174285,"co"
"1537",8,4,4,3,2,3688,0.000731331900546793,"co"
"1538",8,4,4,4,1,462,9.1614787975222e-05,"co"
"1539",8,4,4,4,2,1191,0.000236175784585475,"co"
"1540",8,4,4,5,1,762,0.000151104910037054,"co"
"1541",8,4,4,5,2,959,0.000190170090190991,"co"
"1542",8,4,5,1,1,100747,0.0199781710912114,"co"
"1543",8,4,5,1,2,98692,0.0195706637550879,"co"
"1544",8,4,5,2,1,2518,0.000499320424505647,"co"
"1545",8,4,5,2,2,2269,0.000449943623194326,"co"
"1546",8,4,5,3,1,4053,0.000803711549055356,"co"
"1547",8,4,5,3,2,4877,0.000967111084318523,"co"
"1548",8,4,5,4,1,1890,0.000374787768989544,"co"
"1549",8,4,5,4,2,2363,0.000468583861440367,"co"
"1550",8,4,5,5,1,1636,0.00032441946564386,"co"
"1551",8,4,5,5,2,1489,0.000295269305833562,"co"
"1552",8,4,6,1,1,71534,0.0141852213052371,"co"
"1553",8,4,6,1,2,62444,0.0123826706067636,"co"
"1554",8,4,6,2,1,1949,0.000386487492995038,"co"
"1555",8,4,6,2,2,1730,0.0003430597038899,"co"
"1556",8,4,6,3,1,3177,0.000630000392634806,"co"
"1557",8,4,6,3,2,2883,0.00057170007301421,"co"
"1558",8,4,6,4,1,2014,0.000399377019441768,"co"
"1559",8,4,6,4,2,1626,0.000322436461575132,"co"
"1560",8,4,6,5,1,859,0.000170340049503714,"co"
"1561",8,4,6,5,2,793,0.00015725222265011,"co"
"1562",8,5,1,1,1,17091,0.00338915225386259,"co"
"1563",8,5,1,1,2,26830,0.00532039991639655,"co"
"1564",8,5,1,2,1,976,0.000193541197107828,"co"
"1565",8,5,1,2,2,1891,0.000374986069396417,"co"
"1566",8,5,1,3,1,11496,0.00227966147740942,"co"
"1567",8,5,1,3,2,15381,0.00305005855811015,"co"
"1568",8,5,1,4,1,964,0.000191161592225355,"co"
"1569",8,5,1,4,2,2705,0.000536402600590856,"co"
"1570",8,5,1,5,1,547,0.000108470322559408,"co"
"1571",8,5,1,5,2,580,0.000115014235986209,"co"
"1572",8,5,2,1,1,51617,0.010235672101552,"co"
"1573",8,5,2,1,2,88630,0.017575365061134,"co"
"1574",8,5,2,2,1,1745,0.000346034209992992,"co"
"1575",8,5,2,2,2,2357,0.00046739405899913,"co"
"1576",8,5,2,3,1,6493,0.00128756454182493,"co"
"1577",8,5,2,3,2,8260,0.00163796136076912,"co"
"1578",8,5,2,4,1,1024,0.000203059616637721,"co"
"1579",8,5,2,4,2,2057,0.000407903936937298,"co"
"1580",8,5,2,5,1,529,0.000104900915235698,"co"
"1581",8,5,2,5,2,1103,0.000218725348780671,"co"
"1582",8,5,3,1,1,43422,0.00861060026722963,"co"
"1583",8,5,3,1,2,62880,0.0124691295841601,"co"
"1584",8,5,3,2,1,1551,0.000307563931059674,"co"
"1585",8,5,3,2,2,1871,0.000371020061258962,"co"
"1586",8,5,3,3,1,3309,0.000656176046342012,"co"
"1587",8,5,3,3,2,4080,0.000809065660040921,"co"
"1588",8,5,3,4,1,563,0.000111643129069372,"co"
"1589",8,5,3,4,2,438,8.68555782102754e-05,"co"
"1590",8,5,3,5,1,651,0.000129093564874176,"co"
"1591",8,5,3,5,2,724,0.000143569494575889,"co"
"1592",8,5,4,1,1,9524,0.00188861307505631,"co"
"1593",8,5,4,1,2,14650,0.00290510096068615,"co"
"1594",8,5,4,2,1,743,0.000147337202306472,"co"
"1595",8,5,4,2,2,635,0.000125920758364212,"co"
"1596",8,5,4,3,1,948,0.000187988785715391,"co"
"1597",8,5,4,3,2,828,0.000164192736890658,"co"
"1598",8,5,4,4,1,123,2.43909500453513e-05,"co"
"1599",8,5,4,4,2,356,7.05949448467078e-05,"co"
"1600",8,5,4,5,1,211,4.18413858501555e-05,"co"
"1601",8,5,4,5,2,164,3.25212667271351e-05,"co"
"1602",8,5,5,1,1,45763,0.00907482151971879,"co"
"1603",8,5,5,1,2,42076,0.00834368791957887,"co"
"1604",8,5,5,2,1,657,0.000130283367315413,"co"
"1605",8,5,5,2,2,670,0.000132861272604759,"co"
"1606",8,5,5,3,1,1458,0.000289121993220506,"co"
"1607",8,5,5,3,2,961,0.000190566691004737,"co"
"1608",8,5,5,4,1,1026,0.000203456217451467,"co"
"1609",8,5,5,4,2,756,0.000149915107595818,"co"
"1610",8,5,5,5,1,269,5.33428094487764e-05,"co"
"1611",8,5,5,5,2,401,7.95184631559827e-05,"co"
"1612",8,5,6,1,1,42606,0.00844878713522144,"co"
"1613",8,5,6,1,2,26886,0.00533150473918142,"co"
"1614",8,5,6,2,1,692,0.00013722388155596,"co"
"1615",8,5,6,2,2,706,0.000140000087252179,"co"
"1616",8,5,6,3,1,1230,0.000243909500453513,"co"
"1617",8,5,6,3,2,837,0.000165977440552513,"co"
"1618",8,5,6,4,1,788,0.000156260720615747,"co"
"1619",8,5,6,4,2,391,7.7535459087255e-05,"co"
"1620",8,5,6,5,1,327,6.48442330473974e-05,"co"
"1621",8,5,6,5,2,166,3.29178675408806e-05,"co"
"1622",9,1,1,1,1,253207,0.0708823913915548,"ct"
"1623",9,1,1,1,2,239592,0.067071028519296,"ct"
"1624",9,1,1,2,1,45949,0.0128628947937875,"ct"
"1625",9,1,1,2,2,42178,0.0118072466563444,"ct"
"1626",9,1,1,3,1,80696,0.0225899183503335,"ct"
"1627",9,1,1,3,2,77761,0.0217682988108492,"ct"
"1628",9,1,1,4,1,16591,0.00464445989082958,"ct"
"1629",9,1,1,4,2,17634,0.0049364357612494,"ct"
"1630",9,1,1,5,1,17147,0.004800105704783,"ct"
"1631",9,1,1,5,2,15775,0.00441603006315693,"ct"
"1632",9,1,2,1,1,1010,0.000282737899447765,"ct"
"1633",9,1,2,1,2,1693,0.000473935904717888,"ct"
"1634",9,1,2,2,1,27,7.55833988622739e-06,"ct"
"1635",9,1,2,2,2,349,9.76985414923466e-05,"ct"
"1636",9,1,2,3,1,272,7.61432758908833e-05,"ct"
"1637",9,1,2,3,2,490,0.000137169872009312,"ct"
"1638",9,1,2,4,1,30,8.39815542914154e-06,"ct"
"1639",9,1,2,4,2,91,2.54744048017293e-05,"ct"
"1640",9,1,2,5,1,94,2.63142203446435e-05,"ct"
"1641",9,1,2,5,2,130,3.63920068596134e-05,"ct"
"1642",9,1,3,1,1,193,5.40281332608106e-05,"ct"
"1643",9,1,3,1,2,506,0.000141648888238187,"ct"
"1644",9,1,3,2,1,98,2.74339744018624e-05,"ct"
"1645",9,1,3,2,2,126,3.52722528023945e-05,"ct"
"1646",9,1,3,3,1,60,1.67963108582831e-05,"ct"
"1647",9,1,3,4,1,28,7.83827840053211e-06,"ct"
"1648",9,1,3,4,2,54,1.51166797724548e-05,"ct"
"1649",9,1,3,5,1,13,3.63920068596134e-06,"ct"
"1650",9,1,3,5,2,80,2.23950811443775e-05,"ct"
"1651",9,1,4,1,2,16,4.47901622887549e-06,"ct"
"1652",9,2,1,1,1,15979,0.00447313752007509,"ct"
"1653",9,2,1,1,2,10536,0.00294943218671451,"ct"
"1654",9,2,1,2,1,7298,0.00204299127739583,"ct"
"1655",9,2,1,2,2,5125,0.00143468488581168,"ct"
"1656",9,2,1,3,1,23864,0.00668045270536779,"ct"
"1657",9,2,1,3,2,17603,0.00492775766730595,"ct"
"1658",9,2,1,4,1,1093,0.000305972796135057,"ct"
"1659",9,2,1,4,2,1183,0.000331167262422482,"ct"
"1660",9,2,1,5,1,922,0.00025810331018895,"ct"
"1661",9,2,1,5,2,989,0.000276859190647366,"ct"
"1662",9,2,2,1,1,65031,0.0182046815237501,"ct"
"1663",9,2,2,1,2,42835,0.0119911662602426,"ct"
"1664",9,2,2,2,1,15898,0.00445046250041641,"ct"
"1665",9,2,2,2,2,11811,0.00330635379245303,"ct"
"1666",9,2,2,3,1,26304,0.00736350268027131,"ct"
"1667",9,2,2,3,2,21038,0.00588934646394266,"ct"
"1668",9,2,2,4,1,2403,0.000672692249874238,"ct"
"1669",9,2,2,4,2,2368,0.000662894401873573,"ct"
"1670",9,2,2,5,1,3033,0.00084905351388621,"ct"
"1671",9,2,2,5,2,2262,0.000633220919357272,"ct"
"1672",9,2,3,1,1,73914,0.0206913753463189,"ct"
"1673",9,2,3,1,2,73571,0.0205953564359124,"ct"
"1674",9,2,3,2,1,12445,0.00348383481052222,"ct"
"1675",9,2,3,2,2,16075,0.00450001161744834,"ct"
"1676",9,2,3,3,1,15613,0.00437068002383956,"ct"
"1677",9,2,3,3,2,19176,0.00536810095030727,"ct"
"1678",9,2,3,4,1,4359,0.00122025198385427,"ct"
"1679",9,2,3,4,2,4171,0.00116762354316498,"ct"
"1680",9,2,3,5,1,2558,0.000716082719591469,"ct"
"1681",9,2,3,5,2,3357,0.000939753592520939,"ct"
"1682",9,2,4,1,1,10408,0.00291360005688351,"ct"
"1683",9,2,4,1,2,14643,0.00409913966496399,"ct"
"1684",9,2,4,2,1,2098,0.000587311003011299,"ct"
"1685",9,2,4,2,2,3561,0.000996861049439101,"ct"
"1686",9,2,4,3,1,2265,0.000634060734900186,"ct"
"1687",9,2,4,3,2,3418,0.000956829841893527,"ct"
"1688",9,2,4,4,1,445,0.0001245726388656,"ct"
"1689",9,2,4,4,2,829,0.000232069028358611,"ct"
"1690",9,2,4,5,1,297,8.31417387485013e-05,"ct"
"1691",9,2,4,5,2,452,0.000126532208465733,"ct"
"1692",9,2,5,1,1,50737,0.0142032404002785,"ct"
"1693",9,2,5,1,2,57509,0.01609898401915,"ct"
"1694",9,2,5,2,1,3741,0.00104724998201395,"ct"
"1695",9,2,5,2,2,5844,0.00163596067759677,"ct"
"1696",9,2,5,3,1,3775,0.00105676789150031,"ct"
"1697",9,2,5,3,2,5402,0.00151222785427409,"ct"
"1698",9,2,5,4,1,6182,0.00173057989543177,"ct"
"1699",9,2,5,4,2,6572,0.00183975591601061,"ct"
"1700",9,2,5,5,1,1756,0.000491572031119085,"ct"
"1701",9,2,5,5,2,1658,0.000464138056717223,"ct"
"1702",9,2,6,1,1,18289,0.00511979548811899,"ct"
"1703",9,2,6,1,2,28056,0.00785395495733317,"ct"
"1704",9,2,6,2,1,1030,0.00028833666973386,"ct"
"1705",9,2,6,2,2,1725,0.000482893937175639,"ct"
"1706",9,2,6,3,1,1429,0.000400032136941442,"ct"
"1707",9,2,6,3,2,1985,0.000555677950894865,"ct"
"1708",9,2,6,4,1,4362,0.00122109179939718,"ct"
"1709",9,2,6,4,2,5513,0.00154330102936191,"ct"
"1710",9,2,6,5,1,857,0.000239907306759143,"ct"
"1711",9,2,6,5,2,778,0.000217792164129071,"ct"
"1712",9,3,1,1,1,14221,0.0039810056119274,"ct"
"1713",9,3,1,1,2,8463,0.00236911964656083,"ct"
"1714",9,3,1,2,1,4058,0.00113599049104855,"ct"
"1715",9,3,1,2,2,4061,0.00113683030659146,"ct"
"1716",9,3,1,3,1,15650,0.00438103774886884,"ct"
"1717",9,3,1,3,2,12544,0.00351154872343838,"ct"
"1718",9,3,1,4,1,1205,0.000337325909737185,"ct"
"1719",9,3,1,4,2,2081,0.000582552048268118,"ct"
"1720",9,3,1,5,1,870,0.000243546507445105,"ct"
"1721",9,3,1,5,2,693,0.00019399739041317,"ct"
"1722",9,3,2,1,1,76814,0.0215031970378026,"ct"
"1723",9,3,2,1,2,59614,0.0166882545917615,"ct"
"1724",9,3,2,2,1,15577,0.00436060223732459,"ct"
"1725",9,3,2,2,2,12096,0.00338613626902987,"ct"
"1726",9,3,2,3,1,17041,0.0047704322222667,"ct"
"1727",9,3,2,3,2,14637,0.00409746003387816,"ct"
"1728",9,3,2,4,1,2006,0.000561556659695265,"ct"
"1729",9,3,2,4,2,2343,0.000655895939015954,"ct"
"1730",9,3,2,5,1,1593,0.000445942053287416,"ct"
"1731",9,3,2,5,2,1688,0.000472536212146364,"ct"
"1732",9,3,3,1,1,43679,0.0122274343663158,"ct"
"1733",9,3,3,1,2,50257,0.0140688699134122,"ct"
"1734",9,3,3,2,1,7956,0.00222719081980834,"ct"
"1735",9,3,3,2,2,11649,0.00326100375313566,"ct"
"1736",9,3,3,3,1,7703,0.00215636637568924,"ct"
"1737",9,3,3,3,2,10904,0.00305244955997865,"ct"
"1738",9,3,3,4,1,1680,0.000470296704031926,"ct"
"1739",9,3,3,4,2,1630,0.000456299778316691,"ct"
"1740",9,3,3,5,1,1157,0.000323888861050559,"ct"
"1741",9,3,3,5,2,1575,0.000440903160029931,"ct"
"1742",9,3,4,1,1,18331,0.00513155290571979,"ct"
"1743",9,3,4,1,2,30401,0.00851041077337773,"ct"
"1744",9,3,4,2,1,2255,0.000631261349757139,"ct"
"1745",9,3,4,2,2,3964,0.0011096762707039,"ct"
"1746",9,3,4,3,1,2268,0.000634900550443101,"ct"
"1747",9,3,4,3,2,4079,0.00114186919984895,"ct"
"1748",9,3,4,4,1,759,0.000212473332357281,"ct"
"1749",9,3,4,4,2,1039,0.000290856116362602,"ct"
"1750",9,3,4,5,1,377,0.000105536819892879,"ct"
"1751",9,3,4,5,2,805,0.000225350504015298,"ct"
"1752",9,3,5,1,1,69657,0.0194996770909238,"ct"
"1753",9,3,5,1,2,76644,0.0214556074903708,"ct"
"1754",9,3,5,2,1,3915,0.00109595928350297,"ct"
"1755",9,3,5,2,2,5167,0.00144644230341248,"ct"
"1756",9,3,5,3,1,4935,0.00138149656809378,"ct"
"1757",9,3,5,3,2,6587,0.00184395499372518,"ct"
"1758",9,3,5,4,1,4405,0.00123312915551228,"ct"
"1759",9,3,5,4,2,6110,0.00171042432240183,"ct"
"1760",9,3,5,5,1,973,0.000272380174418491,"ct"
"1761",9,3,5,5,2,1332,0.000372878101053885,"ct"
"1762",9,3,6,1,1,46051,0.0128914485222466,"ct"
"1763",9,3,6,1,2,53442,0.0149604740814727,"ct"
"1764",9,3,6,2,1,2436,0.000681930220846293,"ct"
"1765",9,3,6,2,2,3266,0.000914279187719209,"ct"
"1766",9,3,6,3,1,2520,0.00070544505604789,"ct"
"1767",9,3,6,3,2,3578,0.00100162000418228,"ct"
"1768",9,3,6,4,1,6936,0.00194165353521752,"ct"
"1769",9,3,6,4,2,5753,0.00161048627279504,"ct"
"1770",9,3,6,5,1,834,0.000233468720930135,"ct"
"1771",9,3,6,5,2,968,0.000270980481846967,"ct"
"1772",9,4,1,1,1,17602,0.00492747772879165,"ct"
"1773",9,4,1,1,2,13077,0.0036607559515628,"ct"
"1774",9,4,1,2,1,4973,0.00139213423163736,"ct"
"1775",9,4,1,2,2,5447,0.0015248250874178,"ct"
"1776",9,4,1,3,1,9265,0.00259363033503321,"ct"
"1777",9,4,1,3,2,10362,0.00290072288522549,"ct"
"1778",9,4,1,4,1,1311,0.000366999392253485,"ct"
"1779",9,4,1,4,2,2101,0.000588150818554213,"ct"
"1780",9,4,1,5,1,430,0.000120373561151029,"ct"
"1781",9,4,1,5,2,836,0.000234028597958744,"ct"
"1782",9,4,2,1,1,75873,0.0212397748958419,"ct"
"1783",9,4,2,1,2,79179,0.0221652516241333,"ct"
"1784",9,4,2,2,1,9145,0.00256003771331665,"ct"
"1785",9,4,2,2,2,9818,0.00274843633344372,"ct"
"1786",9,4,2,3,1,7519,0.00210485768905718,"ct"
"1787",9,4,2,3,2,7324,0.00205026967876776,"ct"
"1788",9,4,2,4,1,1384,0.00038743490379773,"ct"
"1789",9,4,2,4,2,1850,0.000517886251463728,"ct"
"1790",9,4,2,5,1,1197,0.000335086401622748,"ct"
"1791",9,4,2,5,2,850,0.00023794773715901,"ct"
"1792",9,4,3,1,1,52190,0.0146099910615632,"ct"
"1793",9,4,3,1,2,57788,0.016177086864641,"ct"
"1794",9,4,3,2,1,4725,0.00132270948008979,"ct"
"1795",9,4,3,2,2,7307,0.00204551072402458,"ct"
"1796",9,4,3,3,1,3697,0.00103493268738454,"ct"
"1797",9,4,3,3,2,4608,0.00128995667391614,"ct"
"1798",9,4,3,4,1,984,0.000275459498075843,"ct"
"1799",9,4,3,4,2,907,0.000253904232474379,"ct"
"1800",9,4,3,5,1,774,0.000216672410071852,"ct"
"1801",9,4,3,5,2,942,0.000263702080475044,"ct"
